,FileCompName,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Named Administrator,Named Plan Sponsor,Audit Status,Auditor,Auditor EIN,Audit Opinion,Audit Type,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
21,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Matson Money Inc,"Investment advisory (participants), Direct payment from the plan",NONE,"$18,473",$0,"$18,473"
22,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Mercer Global Advisors Inc,"Investment advisory (participants), Direct payment from the plan",NONE,"$18,320",$0,"$18,320"
23,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Miracle Mile Advisors LLC,"Investment advisory (participants), Direct payment from the plan",NONE,"$16,776",$0,"$16,776"
24,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,First Republic Investment Managemen,"Investment advisory (participants), Direct payment from the plan",NONE,"$16,141",$0,"$16,141"
25,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Creative Planning Inc,"Investment advisory (participants), Direct payment from the plan",NONE,"$16,042",$0,"$16,042"
26,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Wells Fargo Clrg Svs,"Direct payment from the plan, Securities brokerage commissions and fees",NONE,"$14,970",$0,"$14,970"
27,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Efficient Market Advisors,"Direct payment from the plan, Investment advisory (participants)",NONE,"$14,778",$0,"$14,778"
28,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Ken Stern & Associates Inc,"Investment advisory (participants), Direct payment from the plan",NONE,"$13,694",$0,"$13,694"
29,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Horizon Asset Management LLC,"Investment advisory (participants), Direct payment from the plan",NONE,"$13,125",$0,"$13,125"
30,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Lwi Financial Inc,"Investment advisory (participants), Direct payment from the plan",NONE,"$12,639",$0,"$12,639"
31,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Portfolio Solutions LLC,"Investment advisory (participants), Direct payment from the plan",NONE,"$12,333",$0,"$12,333"
32,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Elm Money Management LLC,"Investment advisory (participants), Direct payment from the plan",NONE,"$12,000",$0,"$12,000"
33,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Pacific Capital Wealth Advisor,"Investment advisory (participants), Direct payment from the plan",NONE,"$11,169",$0,"$11,169"
34,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Pacific Global Investment Mgmt,"Investment advisory (participants), Direct payment from the plan",NONE,"$10,561",$0,"$10,561"
35,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Sowell Financial Services LLC,"Investment advisory (participants), Direct payment from the plan",NONE,"$10,530",$0,"$10,530"
36,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Raymond James & Associates,"Direct payment from the plan, Securities brokerage commissions and fees",NONE,"$9,967",$0,"$9,967"
37,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,First Foundation Advisors,"Investment advisory (participants), Direct payment from the plan",NONE,"$9,831",$0,"$9,831"
38,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Financial Engines Advisors LLC,"Investment advisory (participants), Direct payment from the plan",NONE,"$9,749",$0,"$9,749"
39,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Halbert Hargrove Global Advisors,"Investment advisory (participants), Direct payment from the plan",NONE,"$9,729",$0,"$9,729"
40,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Blankinship & Foster LLC,"Investment advisory (participants), Direct payment from the plan",NONE,"$9,680",$0,"$9,680"
41,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Larson Financial Group LLC,"Investment advisory (participants), Direct payment from the plan",NONE,"$8,762",$0,"$8,762"
42,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Gordon Asset Management LLC,"Investment advisory (participants), Direct payment from the plan",NONE,"$8,395",$0,"$8,395"
43,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,01/01/2018 — 12/31/2018,01/01/1973,"$3,818,989,225",8,Single Employer,No,Yes,Trust,Trust,"9,221",0,858,"10,079",18,"10,097","9,703","6,997",0,$0,$0,$0,$0,$0,$0,393 E Walnut Street ,Pasadena,CA,91188-0001,(626) 405-3288,95-1750445,621111,Anne Lurch,Kathleen Pomeroy,Audited,"Ernst & Young, LLP",34-6565596,Disclaimer,Limited Scope Audit,Jackson Financial Management,"Investment advisory (participants), Direct payment from the plan",NONE,"$8,175",$0,"$8,175"
