,FileCompName,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Named Administrator,Named Plan Sponsor,Administrator Name,Address,City,State,Zip,Telephone,Administrator EIN,Audit Status,Auditor,Auditor EIN,Audit Opinion,Audit Type,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
10,Citigroup Inc.,01/01/2018 — 12/31/2018,01/01/1987,"$13,304,440,094",4,Single Employer,No,Yes,Trust,Trust,"72,527",151,"45,498","118,176","1,181","119,357","122,342","111,882","1,023",$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Plans Admin Comm of Citigroup Inc.,P.O. Box 1407 ,Lincolnshire,IL,60069-1407,(800) 881-3938,52-1568099,Audited,KPMG LLP,13-5565207,Unqualified,Full Audit,"Vulcan Value Partners, LLC","Investment management, Direct payment from the plan, Investment management fees paid directly by plan, Soft dollars commissions",NONE,"$410,429","$3,416","$413,845"
11,Citigroup Inc.,01/01/2018 — 12/31/2018,01/01/1987,"$13,304,440,094",4,Single Employer,No,Yes,Trust,Trust,"72,527",151,"45,498","118,176","1,181","119,357","122,342","111,882","1,023",$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Plans Admin Comm of Citigroup Inc.,P.O. Box 1407 ,Lincolnshire,IL,60069-1407,(800) 881-3938,52-1568099,Audited,KPMG LLP,13-5565207,Unqualified,Full Audit,Mellon Capital Management Corp,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$403,640",$0,"$403,640"
12,Citigroup Inc.,01/01/2018 — 12/31/2018,01/01/1987,"$13,304,440,094",4,Single Employer,No,Yes,Trust,Trust,"72,527",151,"45,498","118,176","1,181","119,357","122,342","111,882","1,023",$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Plans Admin Comm of Citigroup Inc.,P.O. Box 1407 ,Lincolnshire,IL,60069-1407,(800) 881-3938,52-1568099,Audited,KPMG LLP,13-5565207,Unqualified,Full Audit,Boston Partners,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan, Securities brokerage commissions and fees",NONE,"$371,040",$0,"$371,040"
13,Citigroup Inc.,01/01/2018 — 12/31/2018,01/01/1987,"$13,304,440,094",4,Single Employer,No,Yes,Trust,Trust,"72,527",151,"45,498","118,176","1,181","119,357","122,342","111,882","1,023",$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Plans Admin Comm of Citigroup Inc.,P.O. Box 1407 ,Lincolnshire,IL,60069-1407,(800) 881-3938,52-1568099,Audited,KPMG LLP,13-5565207,Unqualified,Full Audit,Los Angeles Cap Mgmt & Eq Rsrch Inc,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan, Soft dollars commissions",NONE,"$321,011","$7,041","$328,052"
14,Citigroup Inc.,01/01/2018 — 12/31/2018,01/01/1987,"$13,304,440,094",4,Single Employer,No,Yes,Trust,Trust,"72,527",151,"45,498","118,176","1,181","119,357","122,342","111,882","1,023",$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Plans Admin Comm of Citigroup Inc.,P.O. Box 1407 ,Lincolnshire,IL,60069-1407,(800) 881-3938,52-1568099,Audited,KPMG LLP,13-5565207,Unqualified,Full Audit,KPMG,"Accounting (including auditing), Direct payment from the plan",NONE,"$241,495",$0,"$241,495"
15,Citigroup Inc.,01/01/2018 — 12/31/2018,01/01/1987,"$13,304,440,094",4,Single Employer,No,Yes,Trust,Trust,"72,527",151,"45,498","118,176","1,181","119,357","122,342","111,882","1,023",$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Plans Admin Comm of Citigroup Inc.,P.O. Box 1407 ,Lincolnshire,IL,60069-1407,(800) 881-3938,52-1568099,Audited,KPMG LLP,13-5565207,Unqualified,Full Audit,Willis Towers Watson,"Consulting (pension), Direct payment from the plan",NONE,"$222,225",$0,"$222,225"
16,Citigroup Inc.,01/01/2018 — 12/31/2018,01/01/1987,"$13,304,440,094",4,Single Employer,No,Yes,Trust,Trust,"72,527",151,"45,498","118,176","1,181","119,357","122,342","111,882","1,023",$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Plans Admin Comm of Citigroup Inc.,P.O. Box 1407 ,Lincolnshire,IL,60069-1407,(800) 881-3938,52-1568099,Audited,KPMG LLP,13-5565207,Unqualified,Full Audit,Citigroup,"Consulting (general), Direct payment from the plan",NONE,"$146,611",$0,"$146,611"
17,Citigroup Inc.,01/01/2018 — 12/31/2018,01/01/1987,"$13,304,440,094",4,Single Employer,No,Yes,Trust,Trust,"72,527",151,"45,498","118,176","1,181","119,357","122,342","111,882","1,023",$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Plans Admin Comm of Citigroup Inc.,P.O. Box 1407 ,Lincolnshire,IL,60069-1407,(800) 881-3938,52-1568099,Audited,KPMG LLP,13-5565207,Unqualified,Full Audit,Callan LLC,"Investment advisory (plan), Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$139,633",$0,"$139,633"
18,Citigroup Inc.,01/01/2018 — 12/31/2018,01/01/1987,"$13,304,440,094",4,Single Employer,No,Yes,Trust,Trust,"72,527",151,"45,498","118,176","1,181","119,357","122,342","111,882","1,023",$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Plans Admin Comm of Citigroup Inc.,P.O. Box 1407 ,Lincolnshire,IL,60069-1407,(800) 881-3938,52-1568099,Audited,KPMG LLP,13-5565207,Unqualified,Full Audit,Broadridge,"Other services, Direct payment from the plan",NONE,"$111,945",$0,"$111,945"
19,Citigroup Inc.,01/01/2018 — 12/31/2018,01/01/1987,"$13,304,440,094",4,Single Employer,No,Yes,Trust,Trust,"72,527",151,"45,498","118,176","1,181","119,357","122,342","111,882","1,023",$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Plans Admin Comm of Citigroup Inc.,P.O. Box 1407 ,Lincolnshire,IL,60069-1407,(800) 881-3938,52-1568099,Audited,KPMG LLP,13-5565207,Unqualified,Full Audit,Bank of New York Mellon,"Custodial (other than securities), Trustee (bank, trust company, or similar financial institution), Investment management, Direct payment from the plan, Investment management fees paid directly by plan, Other fees",Trustee,"$88,799",$0,"$88,799"
20,Citigroup Inc.,01/01/2018 — 12/31/2018,01/01/1987,"$13,304,440,094",4,Single Employer,No,Yes,Trust,Trust,"72,527",151,"45,498","118,176","1,181","119,357","122,342","111,882","1,023",$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Plans Admin Comm of Citigroup Inc.,P.O. Box 1407 ,Lincolnshire,IL,60069-1407,(800) 881-3938,52-1568099,Audited,KPMG LLP,13-5565207,Unqualified,Full Audit,Fiduciary Counselors,"Consulting (general), Direct payment from the plan",NONE,"$79,790",$0,"$79,790"
21,Citigroup Inc.,01/01/2018 — 12/31/2018,01/01/1987,"$13,304,440,094",4,Single Employer,No,Yes,Trust,Trust,"72,527",151,"45,498","118,176","1,181","119,357","122,342","111,882","1,023",$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Plans Admin Comm of Citigroup Inc.,P.O. Box 1407 ,Lincolnshire,IL,60069-1407,(800) 881-3938,52-1568099,Audited,KPMG LLP,13-5565207,Unqualified,Full Audit,"Wellington Trust Company, N.A.","Investment management, Investment management fees paid indirectly by plan, Soft dollars commissions",NONE,$0,"$78,742","$78,742"
22,Citigroup Inc.,01/01/2018 — 12/31/2018,01/01/1987,"$13,304,440,094",4,Single Employer,No,Yes,Trust,Trust,"72,527",151,"45,498","118,176","1,181","119,357","122,342","111,882","1,023",$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Plans Admin Comm of Citigroup Inc.,P.O. Box 1407 ,Lincolnshire,IL,60069-1407,(800) 881-3938,52-1568099,Audited,KPMG LLP,13-5565207,Unqualified,Full Audit,Proskauer Rose,"Legal, Direct payment from the plan",NONE,"$54,973",$0,"$54,973"
23,Citigroup Inc.,01/01/2018 — 12/31/2018,01/01/1987,"$13,304,440,094",4,Single Employer,No,Yes,Trust,Trust,"72,527",151,"45,498","118,176","1,181","119,357","122,342","111,882","1,023",$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Plans Admin Comm of Citigroup Inc.,P.O. Box 1407 ,Lincolnshire,IL,60069-1407,(800) 881-3938,52-1568099,Audited,KPMG LLP,13-5565207,Unqualified,Full Audit,"Morgan, Lewis & Bockius","Legal, Direct payment from the plan",NONE,"$29,921",$0,"$29,921"
24,Citigroup Inc.,01/01/2018 — 12/31/2018,01/01/1987,"$13,304,440,094",4,Single Employer,No,Yes,Trust,Trust,"72,527",151,"45,498","118,176","1,181","119,357","122,342","111,882","1,023",$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Plans Admin Comm of Citigroup Inc.,P.O. Box 1407 ,Lincolnshire,IL,60069-1407,(800) 881-3938,52-1568099,Audited,KPMG LLP,13-5565207,Unqualified,Full Audit,Total,Total,Total,"$17,594,799","$594,771","$18,189,570"
