,FileCompName,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Named Administrator,Named Plan Sponsor,Administrator Name,Address,City,State,Zip,Telephone,Administrator EIN,Audit Status,Auditor,Auditor EIN,Audit Opinion,Audit Type,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
10,Dominion Energy Inc,01/01/2018 — 12/31/2018,07/01/1963,"$3,178,770,836",1,Single Employer,Yes,Yes,Trust,Trust,"11,107",280,"2,648","14,035",152,"14,187","11,821","13,922",0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Josh Blakeney, Controller","Dominion Energy Services, Inc.",701 East Cary Street ,Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Audited,Deloitte & Touche LLP,13-3891517,Unqualified,Full Audit,"The Vanguard Group, Inc.",Investment management fees paid indirectly by plan,Investment Manager,$0,"$78,679","$78,679"
11,Dominion Energy Inc,01/01/2018 — 12/31/2018,07/01/1963,"$3,178,770,836",1,Single Employer,Yes,Yes,Trust,Trust,"11,107",280,"2,648","14,035",152,"14,187","11,821","13,922",0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Josh Blakeney, Controller","Dominion Energy Services, Inc.",701 East Cary Street ,Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Audited,Deloitte & Touche LLP,13-3891517,Unqualified,Full Audit,"The Vanguard Group, Inc.",Investment management fees paid indirectly by plan,Investment Manager,$0,"$75,918","$75,918"
12,Dominion Energy Inc,01/01/2018 — 12/31/2018,07/01/1963,"$3,178,770,836",1,Single Employer,Yes,Yes,Trust,Trust,"11,107",280,"2,648","14,035",152,"14,187","11,821","13,922",0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Josh Blakeney, Controller","Dominion Energy Services, Inc.",701 East Cary Street ,Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Audited,Deloitte & Touche LLP,13-3891517,Unqualified,Full Audit,"The Vanguard Group, Inc.",Investment management fees paid indirectly by plan,Investment Manager,$0,"$67,147","$67,147"
13,Dominion Energy Inc,01/01/2018 — 12/31/2018,07/01/1963,"$3,178,770,836",1,Single Employer,Yes,Yes,Trust,Trust,"11,107",280,"2,648","14,035",152,"14,187","11,821","13,922",0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Josh Blakeney, Controller","Dominion Energy Services, Inc.",701 East Cary Street ,Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Audited,Deloitte & Touche LLP,13-3891517,Unqualified,Full Audit,Northern Trust Global Investments,Investment management fees paid indirectly by plan,Investment Manager,$0,"$63,837","$63,837"
14,Dominion Energy Inc,01/01/2018 — 12/31/2018,07/01/1963,"$3,178,770,836",1,Single Employer,Yes,Yes,Trust,Trust,"11,107",280,"2,648","14,035",152,"14,187","11,821","13,922",0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Josh Blakeney, Controller","Dominion Energy Services, Inc.",701 East Cary Street ,Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Audited,Deloitte & Touche LLP,13-3891517,Unqualified,Full Audit,"The Vanguard Group, Inc.",Investment management fees paid indirectly by plan,Investment Manager,$0,"$63,236","$63,236"
15,Dominion Energy Inc,01/01/2018 — 12/31/2018,07/01/1963,"$3,178,770,836",1,Single Employer,Yes,Yes,Trust,Trust,"11,107",280,"2,648","14,035",152,"14,187","11,821","13,922",0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Josh Blakeney, Controller","Dominion Energy Services, Inc.",701 East Cary Street ,Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Audited,Deloitte & Touche LLP,13-3891517,Unqualified,Full Audit,"The Vanguard Group, Inc.",Investment management fees paid indirectly by plan,Investment Manager,$0,"$55,169","$55,169"
16,Dominion Energy Inc,01/01/2018 — 12/31/2018,07/01/1963,"$3,178,770,836",1,Single Employer,Yes,Yes,Trust,Trust,"11,107",280,"2,648","14,035",152,"14,187","11,821","13,922",0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Josh Blakeney, Controller","Dominion Energy Services, Inc.",701 East Cary Street ,Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Audited,Deloitte & Touche LLP,13-3891517,Unqualified,Full Audit,"Pacific Investment Mgmt Co., LLC",Investment management fees paid indirectly by plan,Investment Manager,$0,"$54,094","$54,094"
17,Dominion Energy Inc,01/01/2018 — 12/31/2018,07/01/1963,"$3,178,770,836",1,Single Employer,Yes,Yes,Trust,Trust,"11,107",280,"2,648","14,035",152,"14,187","11,821","13,922",0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Josh Blakeney, Controller","Dominion Energy Services, Inc.",701 East Cary Street ,Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Audited,Deloitte & Touche LLP,13-3891517,Unqualified,Full Audit,The Northern Trust Company,Other commissions,Broker,$0,"$43,166","$43,166"
18,Dominion Energy Inc,01/01/2018 — 12/31/2018,07/01/1963,"$3,178,770,836",1,Single Employer,Yes,Yes,Trust,Trust,"11,107",280,"2,648","14,035",152,"14,187","11,821","13,922",0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Josh Blakeney, Controller","Dominion Energy Services, Inc.",701 East Cary Street ,Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Audited,Deloitte & Touche LLP,13-3891517,Unqualified,Full Audit,Neuberger Berman LLC,Investment management fees paid indirectly by plan,Investment Manager,$0,"$35,631","$35,631"
19,Dominion Energy Inc,01/01/2018 — 12/31/2018,07/01/1963,"$3,178,770,836",1,Single Employer,Yes,Yes,Trust,Trust,"11,107",280,"2,648","14,035",152,"14,187","11,821","13,922",0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Josh Blakeney, Controller","Dominion Energy Services, Inc.",701 East Cary Street ,Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Audited,Deloitte & Touche LLP,13-3891517,Unqualified,Full Audit,"The Vanguard Group, Inc.",Investment management fees paid indirectly by plan,Investment Manager,$0,"$32,425","$32,425"
20,Dominion Energy Inc,01/01/2018 — 12/31/2018,07/01/1963,"$3,178,770,836",1,Single Employer,Yes,Yes,Trust,Trust,"11,107",280,"2,648","14,035",152,"14,187","11,821","13,922",0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Josh Blakeney, Controller","Dominion Energy Services, Inc.",701 East Cary Street ,Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Audited,Deloitte & Touche LLP,13-3891517,Unqualified,Full Audit,"The Vanguard Group, Inc.",Investment management fees paid indirectly by plan,Investment Manager,$0,"$26,200","$26,200"
21,Dominion Energy Inc,01/01/2018 — 12/31/2018,07/01/1963,"$3,178,770,836",1,Single Employer,Yes,Yes,Trust,Trust,"11,107",280,"2,648","14,035",152,"14,187","11,821","13,922",0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Josh Blakeney, Controller","Dominion Energy Services, Inc.",701 East Cary Street ,Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Audited,Deloitte & Touche LLP,13-3891517,Unqualified,Full Audit,"The Vanguard Group, Inc.",Investment management fees paid indirectly by plan,Investment Manager,$0,"$25,352","$25,352"
22,Dominion Energy Inc,01/01/2018 — 12/31/2018,07/01/1963,"$3,178,770,836",1,Single Employer,Yes,Yes,Trust,Trust,"11,107",280,"2,648","14,035",152,"14,187","11,821","13,922",0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Josh Blakeney, Controller","Dominion Energy Services, Inc.",701 East Cary Street ,Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Audited,Deloitte & Touche LLP,13-3891517,Unqualified,Full Audit,The Northern Trust Company,"Trustee (bank, trust company, or similar financial institution)",Trustee,"$5,051",$0,"$5,051"
23,Dominion Energy Inc,01/01/2018 — 12/31/2018,07/01/1963,"$3,178,770,836",1,Single Employer,Yes,Yes,Trust,Trust,"11,107",280,"2,648","14,035",152,"14,187","11,821","13,922",0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Josh Blakeney, Controller","Dominion Energy Services, Inc.",701 East Cary Street ,Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Audited,Deloitte & Touche LLP,13-3891517,Unqualified,Full Audit,Total,Total,Total,"$1,928,506","$3,144,127","$5,072,633"
