,FileCompName,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Named Administrator,Audit Status,Auditor,Auditor EIN,Audit Opinion,Audit Type,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
10,International Business Machines Corporation,01/01/2018 — 12/31/2018,07/01/1983,"$48,760,957,884",5,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"73,349","22,081","87,877","183,307",387,"183,694","188,541","181,381",0,$0,$0,$0,$0,$0,$0,"New Orchard Road, Md 261 ",Armonk,NY,10504,(800) 796-9876,13-0871985,541519,Gregg Nelson,Audited,Pricewaterhousecoopers LLP,13-4008324,Unqualified,Full Audit,Massachusetts Mutual Life Insurance,Other insurance wrap fees,Party-In-Interest,"$1,723,332",$0,"$1,723,332"
11,International Business Machines Corporation,01/01/2018 — 12/31/2018,07/01/1983,"$48,760,957,884",5,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"73,349","22,081","87,877","183,307",387,"183,694","188,541","181,381",0,$0,$0,$0,$0,$0,$0,"New Orchard Road, Md 261 ",Armonk,NY,10504,(800) 796-9876,13-0871985,541519,Gregg Nelson,Audited,Pricewaterhousecoopers LLP,13-4008324,Unqualified,Full Audit,IBM,"Plan Administrator, Other fees, Employee (plan sponsor), Direct payment from the plan",Employer,"$1,692,358","$3,375","$1,695,733"
12,International Business Machines Corporation,01/01/2018 — 12/31/2018,07/01/1983,"$48,760,957,884",5,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"73,349","22,081","87,877","183,307",387,"183,694","188,541","181,381",0,$0,$0,$0,$0,$0,$0,"New Orchard Road, Md 261 ",Armonk,NY,10504,(800) 796-9876,13-0871985,541519,Gregg Nelson,Audited,Pricewaterhousecoopers LLP,13-4008324,Unqualified,Full Audit,Western Asset Management,Investment management fees paid directly by plan,Party-In-Interest,"$1,109,633",$0,"$1,109,633"
13,International Business Machines Corporation,01/01/2018 — 12/31/2018,07/01/1983,"$48,760,957,884",5,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"73,349","22,081","87,877","183,307",387,"183,694","188,541","181,381",0,$0,$0,$0,$0,$0,$0,"New Orchard Road, Md 261 ",Armonk,NY,10504,(800) 796-9876,13-0871985,541519,Gregg Nelson,Audited,Pricewaterhousecoopers LLP,13-4008324,Unqualified,Full Audit,"The Loomis, Sayles & Company, L.P.",Investment management fees paid directly by plan,Party-In-Interest,"$785,052",$0,"$785,052"
14,International Business Machines Corporation,01/01/2018 — 12/31/2018,07/01/1983,"$48,760,957,884",5,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"73,349","22,081","87,877","183,307",387,"183,694","188,541","181,381",0,$0,$0,$0,$0,$0,$0,"New Orchard Road, Md 261 ",Armonk,NY,10504,(800) 796-9876,13-0871985,541519,Gregg Nelson,Audited,Pricewaterhousecoopers LLP,13-4008324,Unqualified,Full Audit,Neuberger Berman,Investment management fees paid directly by plan,Party-In-Interest,"$668,106",$0,"$668,106"
15,International Business Machines Corporation,01/01/2018 — 12/31/2018,07/01/1983,"$48,760,957,884",5,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"73,349","22,081","87,877","183,307",387,"183,694","188,541","181,381",0,$0,$0,$0,$0,$0,$0,"New Orchard Road, Md 261 ",Armonk,NY,10504,(800) 796-9876,13-0871985,541519,Gregg Nelson,Audited,Pricewaterhousecoopers LLP,13-4008324,Unqualified,Full Audit,"Mackay Shields, LLC",Investment management fees paid directly by plan,Party-In-Interest,"$648,839",$0,"$648,839"
16,International Business Machines Corporation,01/01/2018 — 12/31/2018,07/01/1983,"$48,760,957,884",5,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"73,349","22,081","87,877","183,307",387,"183,694","188,541","181,381",0,$0,$0,$0,$0,$0,$0,"New Orchard Road, Md 261 ",Armonk,NY,10504,(800) 796-9876,13-0871985,541519,Gregg Nelson,Audited,Pricewaterhousecoopers LLP,13-4008324,Unqualified,Full Audit,Jp Morgan,Investment management fees paid directly by plan,Party-In-Interest,"$645,655",$0,"$645,655"
17,International Business Machines Corporation,01/01/2018 — 12/31/2018,07/01/1983,"$48,760,957,884",5,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"73,349","22,081","87,877","183,307",387,"183,694","188,541","181,381",0,$0,$0,$0,$0,$0,$0,"New Orchard Road, Md 261 ",Armonk,NY,10504,(800) 796-9876,13-0871985,541519,Gregg Nelson,Audited,Pricewaterhousecoopers LLP,13-4008324,Unqualified,Full Audit,Financial Engines,"Investment advisory (participants), Investment management",Party-In-Interest,"$468,669",$0,"$468,669"
18,International Business Machines Corporation,01/01/2018 — 12/31/2018,07/01/1983,"$48,760,957,884",5,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"73,349","22,081","87,877","183,307",387,"183,694","188,541","181,381",0,$0,$0,$0,$0,$0,$0,"New Orchard Road, Md 261 ",Armonk,NY,10504,(800) 796-9876,13-0871985,541519,Gregg Nelson,Audited,Pricewaterhousecoopers LLP,13-4008324,Unqualified,Full Audit,Barings LLC,Investment management fees paid directly by plan,Party-In-Interest,"$444,617",$0,"$444,617"
19,International Business Machines Corporation,01/01/2018 — 12/31/2018,07/01/1983,"$48,760,957,884",5,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"73,349","22,081","87,877","183,307",387,"183,694","188,541","181,381",0,$0,$0,$0,$0,$0,$0,"New Orchard Road, Md 261 ",Armonk,NY,10504,(800) 796-9876,13-0871985,541519,Gregg Nelson,Audited,Pricewaterhousecoopers LLP,13-4008324,Unqualified,Full Audit,"Northeast Retirement Services, Inc.",Other services,Party-In-Interest,"$270,622",$0,"$270,622"
20,International Business Machines Corporation,01/01/2018 — 12/31/2018,07/01/1983,"$48,760,957,884",5,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"73,349","22,081","87,877","183,307",387,"183,694","188,541","181,381",0,$0,$0,$0,$0,$0,$0,"New Orchard Road, Md 261 ",Armonk,NY,10504,(800) 796-9876,13-0871985,541519,Gregg Nelson,Audited,Pricewaterhousecoopers LLP,13-4008324,Unqualified,Full Audit,Factset Research Systems Inc.,Consulting (general),Party-In-Interest,"$166,432",$0,"$166,432"
21,International Business Machines Corporation,01/01/2018 — 12/31/2018,07/01/1983,"$48,760,957,884",5,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"73,349","22,081","87,877","183,307",387,"183,694","188,541","181,381",0,$0,$0,$0,$0,$0,$0,"New Orchard Road, Md 261 ",Armonk,NY,10504,(800) 796-9876,13-0871985,541519,Gregg Nelson,Audited,Pricewaterhousecoopers LLP,13-4008324,Unqualified,Full Audit,"Ivins, Phillips and Barker",Legal,Party-In-Interest,"$61,868",$0,"$61,868"
22,International Business Machines Corporation,01/01/2018 — 12/31/2018,07/01/1983,"$48,760,957,884",5,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"73,349","22,081","87,877","183,307",387,"183,694","188,541","181,381",0,$0,$0,$0,$0,$0,$0,"New Orchard Road, Md 261 ",Armonk,NY,10504,(800) 796-9876,13-0871985,541519,Gregg Nelson,Audited,Pricewaterhousecoopers LLP,13-4008324,Unqualified,Full Audit,Buck Consultants,Consulting (general),Party-In-Interest,"$26,490",$0,"$26,490"
23,International Business Machines Corporation,01/01/2018 — 12/31/2018,07/01/1983,"$48,760,957,884",5,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"73,349","22,081","87,877","183,307",387,"183,694","188,541","181,381",0,$0,$0,$0,$0,$0,$0,"New Orchard Road, Md 261 ",Armonk,NY,10504,(800) 796-9876,13-0871985,541519,Gregg Nelson,Audited,Pricewaterhousecoopers LLP,13-4008324,Unqualified,Full Audit,"Cyarch, LLC",Other fees,Party-In-Interest,"$22,104",$0,"$22,104"
24,International Business Machines Corporation,01/01/2018 — 12/31/2018,07/01/1983,"$48,760,957,884",5,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"73,349","22,081","87,877","183,307",387,"183,694","188,541","181,381",0,$0,$0,$0,$0,$0,$0,"New Orchard Road, Md 261 ",Armonk,NY,10504,(800) 796-9876,13-0871985,541519,Gregg Nelson,Audited,Pricewaterhousecoopers LLP,13-4008324,Unqualified,Full Audit,Morningstar,Other fees,Party-In-Interest,"$19,328",$0,"$19,328"
25,International Business Machines Corporation,01/01/2018 — 12/31/2018,07/01/1983,"$48,760,957,884",5,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"73,349","22,081","87,877","183,307",387,"183,694","188,541","181,381",0,$0,$0,$0,$0,$0,$0,"New Orchard Road, Md 261 ",Armonk,NY,10504,(800) 796-9876,13-0871985,541519,Gregg Nelson,Audited,Pricewaterhousecoopers LLP,13-4008324,Unqualified,Full Audit,Andersen Tax LLC,Accounting (including auditing),Party-In-Interest,"$5,250",$0,"$5,250"
26,International Business Machines Corporation,01/01/2018 — 12/31/2018,07/01/1983,"$48,760,957,884",5,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"73,349","22,081","87,877","183,307",387,"183,694","188,541","181,381",0,$0,$0,$0,$0,$0,$0,"New Orchard Road, Md 261 ",Armonk,NY,10504,(800) 796-9876,13-0871985,541519,Gregg Nelson,Audited,Pricewaterhousecoopers LLP,13-4008324,Unqualified,Full Audit,Total,Total,Total,"$46,621,801","$3,375","$46,625,176"
