,Plan_Name,URL,Sponsor_Name,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Administrator Name,Address,City,State,Zip,Telephone,Administrator EIN,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
10,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,T. Rowe Price Associates,"Investment management, Investment management fees paid directly by plan",NONE,"$887,899",$0,"$887,899"
11,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Jackson Square Partners LLC,"Investment management, Investment management fees paid directly by plan",NONE,"$859,143",$0,"$859,143"
12,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Jp Morgan Asset Management,"Investment management, Investment management fees paid directly by plan",NONE,"$726,093",$0,"$726,093"
13,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Apollo Struct Cr Rec Fd IV Lp,"Investment management, Investment management fees paid directly by plan",NONE,"$711,452",$0,"$711,452"
14,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Gso Capital Advisors,"Investment management, Investment management fees paid directly by plan",NONE,"$619,195",$0,"$619,195"
15,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Apollo Credit Opptnty Fnd III Lp,"Investment management, Investment management fees paid directly by plan",NONE,"$591,938",$0,"$591,938"
16,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Comvest Investment Partners,"Investment management, Investment management fees paid directly by plan",NONE,"$591,740",$0,"$591,740"
17,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Highbridge Prin Strat Sr Ln Fd,"Investment management, Investment management fees paid directly by plan",NONE,"$589,429",$0,"$589,429"
18,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Bank of New York Mellon,"Custodial (securities), Trustee (bank, trust company, or similar financial institution), Trustee (directed)",Trustee,"$576,190",$0,"$576,190"
19,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Carlyle Us Equity Opp Fd II Lp,"Investment management, Investment management fees paid directly by plan",NONE,"$570,971",$0,"$570,971"
20,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Ccmp Capital Investors III Lp,"Investment management, Investment management fees paid directly by plan",NONE,"$548,545",$0,"$548,545"
21,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Mackay Shields LLC,"Investment management, Investment management fees paid directly by plan",NONE,"$543,238",$0,"$543,238"
22,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Kkr Special Situations Lp,"Investment management, Investment management fees paid directly by plan",NONE,"$457,858",$0,"$457,858"
23,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Kkr Lending Partners II Lp,"Investment management, Investment management fees paid directly by plan",NONE,"$457,661",$0,"$457,661"
24,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Western Asset Management Co,"Investment management, Investment management fees paid directly by plan",NONE,"$417,882",$0,"$417,882"
25,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Highbridge Principal Strategies,"Investment management, Investment management fees paid directly by plan",NONE,"$403,158",$0,"$403,158"
26,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,New Mountain Partners V Lp,"Investment management, Investment management fees paid directly by plan",NONE,"$355,219",$0,"$355,219"
27,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Florida Power & Light Company,"Claims processing, Plan Administrator",Plan Administrator,"$301,754",$0,"$301,754"
28,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,T Rowe Price,"Investment management, Investment management fees paid directly by plan",NONE,"$295,408",$0,"$295,408"
29,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Rocaton,"Consulting (pension), Investment advisory (plan)",NONE,"$292,025",$0,"$292,025"
30,NEXTERA ENERGY  INC. EMPLOYEE PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/297020/Nextera-Energy-Inc/13926887/Nextera-Energy-Inc-Employee-Pension-Plan/,NextEra Energy  Inc.,01/01/2018 — 12/31/2018,10/01/1946,"$3,800,127,326",1,Single Employer,Yes,Yes,Trust,Trust,"12,729","4,987","5,856","23,572","1,034","24,606","24,411",0,193,$0,$0,$0,$0,$0,$0,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-2449419,221100,Employee Benefit Plans Administrative Committee - Rebecca Lewis,700 Universe Boulevard Hrb/Jb ,Juno Beach,FL,33408-0420,(561) 304-6123,59-1705818,Dodge & Cox,"Investment management, Investment management fees paid directly by plan",NONE,"$267,199",$0,"$267,199"
