,Plan_Name,URL,Sponsor_Name,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
10,MEDSTAR HEALTH INC PENSION EQUITY PLAN,https://www.brightscope.com/form-5500/basic-info/253981/Medstar-Health-Inc/13914529/Medstar-Health-Inc-Pension-Equity-Plan/2018/,MedStar Health Inc,01/01/2018 — 12/31/2018,01/01/1989,"$466,960,616",1,Single Employer,No,Yes,Trust,Trust,"2,541","4,206","4,140","10,887",320,"11,207","11,296",0,43,$0,$0,$0,$0,$0,$0,10980 Grantchester Way ,Columbia,MD,21044,(410) 772-6500,52-2087445,622000,Loomis Sayles and Company Lp,Investment management fees paid directly by plan,NONE,"$56,370",$0,"$56,370"
11,MEDSTAR HEALTH INC PENSION EQUITY PLAN,https://www.brightscope.com/form-5500/basic-info/253981/Medstar-Health-Inc/13914529/Medstar-Health-Inc-Pension-Equity-Plan/2018/,MedStar Health Inc,01/01/2018 — 12/31/2018,01/01/1989,"$466,960,616",1,Single Employer,No,Yes,Trust,Trust,"2,541","4,206","4,140","10,887",320,"11,207","11,296",0,43,$0,$0,$0,$0,$0,$0,10980 Grantchester Way ,Columbia,MD,21044,(410) 772-6500,52-2087445,622000,J.P. Morgan,Investment management fees paid directly by plan,NONE,"$54,518",$0,"$54,518"
12,MEDSTAR HEALTH INC PENSION EQUITY PLAN,https://www.brightscope.com/form-5500/basic-info/253981/Medstar-Health-Inc/13914529/Medstar-Health-Inc-Pension-Equity-Plan/2018/,MedStar Health Inc,01/01/2018 — 12/31/2018,01/01/1989,"$466,960,616",1,Single Employer,No,Yes,Trust,Trust,"2,541","4,206","4,140","10,887",320,"11,207","11,296",0,43,$0,$0,$0,$0,$0,$0,10980 Grantchester Way ,Columbia,MD,21044,(410) 772-6500,52-2087445,622000,Columbia Management Inv Adv LLC,Investment management fees paid directly by plan,NONE,"$45,295",$0,"$45,295"
13,MEDSTAR HEALTH INC PENSION EQUITY PLAN,https://www.brightscope.com/form-5500/basic-info/253981/Medstar-Health-Inc/13914529/Medstar-Health-Inc-Pension-Equity-Plan/2018/,MedStar Health Inc,01/01/2018 — 12/31/2018,01/01/1989,"$466,960,616",1,Single Employer,No,Yes,Trust,Trust,"2,541","4,206","4,140","10,887",320,"11,207","11,296",0,43,$0,$0,$0,$0,$0,$0,10980 Grantchester Way ,Columbia,MD,21044,(410) 772-6500,52-2087445,622000,Cardinal Capital Management,Investment management fees paid directly by plan,NONE,"$43,870",$0,"$43,870"
14,MEDSTAR HEALTH INC PENSION EQUITY PLAN,https://www.brightscope.com/form-5500/basic-info/253981/Medstar-Health-Inc/13914529/Medstar-Health-Inc-Pension-Equity-Plan/2018/,MedStar Health Inc,01/01/2018 — 12/31/2018,01/01/1989,"$466,960,616",1,Single Employer,No,Yes,Trust,Trust,"2,541","4,206","4,140","10,887",320,"11,207","11,296",0,43,$0,$0,$0,$0,$0,$0,10980 Grantchester Way ,Columbia,MD,21044,(410) 772-6500,52-2087445,622000,Income Research & Management,Investment management fees paid directly by plan,NONE,"$41,123",$0,"$41,123"
15,MEDSTAR HEALTH INC PENSION EQUITY PLAN,https://www.brightscope.com/form-5500/basic-info/253981/Medstar-Health-Inc/13914529/Medstar-Health-Inc-Pension-Equity-Plan/2018/,MedStar Health Inc,01/01/2018 — 12/31/2018,01/01/1989,"$466,960,616",1,Single Employer,No,Yes,Trust,Trust,"2,541","4,206","4,140","10,887",320,"11,207","11,296",0,43,$0,$0,$0,$0,$0,$0,10980 Grantchester Way ,Columbia,MD,21044,(410) 772-6500,52-2087445,622000,Robert W. Baird & Co. Inc.,Investment management fees paid directly by plan,NONE,"$41,108",$0,"$41,108"
16,MEDSTAR HEALTH INC PENSION EQUITY PLAN,https://www.brightscope.com/form-5500/basic-info/253981/Medstar-Health-Inc/13914529/Medstar-Health-Inc-Pension-Equity-Plan/2018/,MedStar Health Inc,01/01/2018 — 12/31/2018,01/01/1989,"$466,960,616",1,Single Employer,No,Yes,Trust,Trust,"2,541","4,206","4,140","10,887",320,"11,207","11,296",0,43,$0,$0,$0,$0,$0,$0,10980 Grantchester Way ,Columbia,MD,21044,(410) 772-6500,52-2087445,622000,"Cambridge Associates, LLC",Consulting (pension),NONE,"$37,925",$0,"$37,925"
17,MEDSTAR HEALTH INC PENSION EQUITY PLAN,https://www.brightscope.com/form-5500/basic-info/253981/Medstar-Health-Inc/13914529/Medstar-Health-Inc-Pension-Equity-Plan/2018/,MedStar Health Inc,01/01/2018 — 12/31/2018,01/01/1989,"$466,960,616",1,Single Employer,No,Yes,Trust,Trust,"2,541","4,206","4,140","10,887",320,"11,207","11,296",0,43,$0,$0,$0,$0,$0,$0,10980 Grantchester Way ,Columbia,MD,21044,(410) 772-6500,52-2087445,622000,Manning & Napier,Investment management fees paid directly by plan,NONE,"$25,402",$0,"$25,402"
18,MEDSTAR HEALTH INC PENSION EQUITY PLAN,https://www.brightscope.com/form-5500/basic-info/253981/Medstar-Health-Inc/13914529/Medstar-Health-Inc-Pension-Equity-Plan/2018/,MedStar Health Inc,01/01/2018 — 12/31/2018,01/01/1989,"$466,960,616",1,Single Employer,No,Yes,Trust,Trust,"2,541","4,206","4,140","10,887",320,"11,207","11,296",0,43,$0,$0,$0,$0,$0,$0,10980 Grantchester Way ,Columbia,MD,21044,(410) 772-6500,52-2087445,622000,Bloomberg Finance Lp,Investment management fees paid directly by plan,NONE,"$5,848",$0,"$5,848"
19,MEDSTAR HEALTH INC PENSION EQUITY PLAN,https://www.brightscope.com/form-5500/basic-info/253981/Medstar-Health-Inc/13914529/Medstar-Health-Inc-Pension-Equity-Plan/2018/,MedStar Health Inc,01/01/2018 — 12/31/2018,01/01/1989,"$466,960,616",1,Single Employer,No,Yes,Trust,Trust,"2,541","4,206","4,140","10,887",320,"11,207","11,296",0,43,$0,$0,$0,$0,$0,$0,10980 Grantchester Way ,Columbia,MD,21044,(410) 772-6500,52-2087445,622000,Total,Total,Total,"$2,242,880",$0,"$2,242,880"
