,Plan_Name,URL,Sponsor_Name,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Named Administrator,Named Plan Sponsor,Administrator Name,Address,City,State,Zip,Telephone,Administrator EIN,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
10,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Henderson Glob Eafe,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan, Soft dollars commissions",NONE,"$1,009,145",$0,"$1,009,145"
11,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Proskauer Rose LLP,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$954,960",$0,"$954,960"
12,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,"Wellington Trust Company, Na","Investment management, Direct payment from the plan, Investment management fees paid directly by plan, Investment management fees paid indirectly by plan",NONE,"$858,919",$0,"$858,919"
13,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,J O Hambro Cap Mgmt,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$809,935",$0,"$809,935"
14,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Eagle Capital Mgmt,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$757,093",$0,"$757,093"
15,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Lyrical Asset Management Lp,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$753,920",$0,"$753,920"
16,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Kkr & Co. L.P,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$753,062",$0,"$753,062"
17,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Ir&M Credit,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$734,030",$0,"$734,030"
18,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Warburg Pincus LLC,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$701,040",$0,"$701,040"
19,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Westbrook Re Fd X,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$694,126",$0,"$694,126"
20,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Skybridge Capital Partners Lp,"Consulting (pension), Direct payment from the plan",NONE,"$675,000",$0,"$675,000"
21,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Carlyle,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$647,350",$0,"$647,350"
22,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Focused Investors,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$605,963",$0,"$605,963"
23,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,"T. Rowe Price Associates, Inc.","Investment management, Direct payment from the plan, Investment management fees paid directly by plan, Investment management fees paid indirectly by plan, Soft dollars commissions",NONE,"$605,949",$0,"$605,949"
24,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Sanderson Asset Mgmt LLP,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan, Investment management fees paid indirectly by plan",NONE,"$602,839",$0,"$602,839"
25,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Contrarian Capital Management L.L.C,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan, Investment management fees paid indirectly by plan",NONE,"$600,000",$0,"$600,000"
26,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Trinity Street Asset Management,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$567,999",$0,"$567,999"
27,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Encap VI Lp,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$565,056",$0,"$565,056"
28,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Dodge and Cox Long Drn,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$546,748",$0,"$546,748"
29,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Jpmorgan Chase & Co,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$532,836",$0,"$532,836"
30,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Alliance Bernstein,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$517,188",$0,"$517,188"
31,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Vulcan Small Cal Val,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$491,592",$0,"$491,592"
32,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Capital Guardian Cr,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$468,853",$0,"$468,853"
33,THE CITIGROUP PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/250031/Citigroup-Inc/13913711/Citigroup-Pension-Plan/2018/,Citigroup Inc.,01/01/2018 — 12/31/2018,07/01/1959,"$12,117,705,136",20,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"24,144","44,749","84,334","153,227",0,"153,227","158,035",0,0,$0,$0,$0,$0,$0,$0,750 Washington Blvd 8th Floor ,Stamford,CT,06901,(718) 248-1031,52-1568099,523900,Lori Szerencsy,John Santoro,Citi Pension Center,P.O. Box 5854 ,Hopkins,MN,55343,(800) 881-3938,23-1159360,Tiger Pacific Capital,"Investment management fees paid indirectly by plan, Other investment fees and expenses",NONE,$0,"$457,936","$457,936"
