,Plan_Name,URL,Sponsor_Name,Plan Year,Date of Plan,Net Assets as of 12/30/2017,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Report Description,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2017,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Named Administrator,Named Plan Sponsor,Administrator Name,Address,City,State,Zip,Telephone,Administrator EIN,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
14,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Private Advisors V,Investment management fees paid indirectly by plan,Inv Manager,$0,"$167,109","$167,109"
15,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Ocm Princ V,Investment management fees paid indirectly by plan,Inv Manager,$0,"$163,902","$163,902"
16,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,A&M Capital,Investment management fees paid indirectly by plan,Inv Manager,$0,"$158,899","$158,899"
17,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Gmo Forestry 9,Investment management fees paid indirectly by plan,Inv Manager,$0,"$141,849","$141,849"
18,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Nb Peco,Investment management fees paid indirectly by plan,Inv Manager,$0,"$130,295","$130,295"
19,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Wcas Xi,Investment management fees paid indirectly by plan,Inv Manager,$0,"$128,770","$128,770"
20,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Private Advisors IV,Investment management fees paid indirectly by plan,Inv Manager,$0,"$128,674","$128,674"
21,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Wcas Xii,Investment management fees paid indirectly by plan,Inv Manager,$0,"$128,153","$128,153"
22,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Apollo VIII,Investment management fees paid indirectly by plan,Inv Manager,$0,"$127,670","$127,670"
23,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Citigroup Global Markets Inc.,Other commissions,Broker,$0,"$106,193","$106,193"
24,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Valens,Investment management fees paid indirectly by plan,Inv Manager,$0,"$104,171","$104,171"
25,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Pimco Corp Opp II,Investment management fees paid indirectly by plan,Inv Manager,$0,"$103,900","$103,900"
26,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Jp Morgan Securities Plc,Other commissions,Broker,$0,"$99,960","$99,960"
27,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Comvest IV,Investment management fees paid indirectly by plan,Inv Manager,$0,"$90,426","$90,426"
28,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Gmo Threshold,Investment management fees paid indirectly by plan,Inv Manager,$0,"$86,089","$86,089"
29,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Wlr Rec V,Investment management fees paid indirectly by plan,Inv Manager,$0,"$81,808","$81,808"
30,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Schultze,Investment management fees paid indirectly by plan,Inv Manager,$0,"$74,698","$74,698"
31,DOMINION PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/260271/Dominion-Resources-Inc/13913760/Dominion-Pension-Plan/2018/,Dominion Energy Inc,01/01/2017 — 12/30/2017,07/01/1945,$0,2,Single Employer,Yes,Yes,This is the final report filed for the plan.This report is for a short plan year (less than 12 months).,InsuranceTrust,InsuranceTrust,0,0,0,0,0,0,"32,197",0,0,$0,$0,$0,$0,$0,$0,Attention Benefits Reporting ,Richmond,VA,23219-3927,(877) 947-4636,54-1229715,551112,"Jason Hatcher, Accounting Manager","Joshua Blakeney, Controller","Dominion Energy Services, Inc.","701 East Cary St, Ojrp-17 ",Richmond,VA,23219-3927,(877) 947-4636,54-1962730,Cerberus 4,Investment management fees paid indirectly by plan,Inv Manager,$0,"$69,150","$69,150"
