,Plan_Name,URL,Sponsor_Name,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Named Administrator,Named Plan Sponsor,Administrator Name,Address,City,State,Zip,Telephone,Administrator EIN,Audit Status,Auditor,Auditor EIN,Audit Opinion,Audit Type,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
10,AMERICAN EXPRESS RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54898/American-Express-Company/55755/American-Express-Retirement-Savings-Plan/2018/,American Express Company and Its Participating Subsidiaries,01/01/2018 — 12/31/2018,06/11/1973,"$5,103,919,020",2,Single Employer,No,No,InsuranceTrust,InsuranceTrust,"21,650",2,"12,713","34,365",125,"34,490","33,069","33,298",328,$0,$0,$0,$0,$0,$0,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2000,13-4922250,522298,Rita Pang,Barbara Kontje,Employee Benefits Administration Committee,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2183,38-4048361,Audited,"Pricewaterhousecoopers, LLP",13-4008324,Unqualified,Full Audit,Westwood Management Corp.,"Investment management, Investment management fees paid directly by plan",Service Provider,"$634,146",$0,"$634,146"
11,AMERICAN EXPRESS RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54898/American-Express-Company/55755/American-Express-Retirement-Savings-Plan/2018/,American Express Company and Its Participating Subsidiaries,01/01/2018 — 12/31/2018,06/11/1973,"$5,103,919,020",2,Single Employer,No,No,InsuranceTrust,InsuranceTrust,"21,650",2,"12,713","34,365",125,"34,490","33,069","33,298",328,$0,$0,$0,$0,$0,$0,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2000,13-4922250,522298,Rita Pang,Barbara Kontje,Employee Benefits Administration Committee,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2183,38-4048361,Audited,"Pricewaterhousecoopers, LLP",13-4008324,Unqualified,Full Audit,Ameriprise Trust Co.,"Trustee (directed), Direct payment from the plan",Service Provider,"$398,607",$0,"$398,607"
12,AMERICAN EXPRESS RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54898/American-Express-Company/55755/American-Express-Retirement-Savings-Plan/2018/,American Express Company and Its Participating Subsidiaries,01/01/2018 — 12/31/2018,06/11/1973,"$5,103,919,020",2,Single Employer,No,No,InsuranceTrust,InsuranceTrust,"21,650",2,"12,713","34,365",125,"34,490","33,069","33,298",328,$0,$0,$0,$0,$0,$0,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2000,13-4922250,522298,Rita Pang,Barbara Kontje,Employee Benefits Administration Committee,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2183,38-4048361,Audited,"Pricewaterhousecoopers, LLP",13-4008324,Unqualified,Full Audit,"Nepc, LLC","Investment advisory (plan), Direct payment from the plan",Service Provider,"$370,944",$0,"$370,944"
13,AMERICAN EXPRESS RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54898/American-Express-Company/55755/American-Express-Retirement-Savings-Plan/2018/,American Express Company and Its Participating Subsidiaries,01/01/2018 — 12/31/2018,06/11/1973,"$5,103,919,020",2,Single Employer,No,No,InsuranceTrust,InsuranceTrust,"21,650",2,"12,713","34,365",125,"34,490","33,069","33,298",328,$0,$0,$0,$0,$0,$0,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2000,13-4922250,522298,Rita Pang,Barbara Kontje,Employee Benefits Administration Committee,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2183,38-4048361,Audited,"Pricewaterhousecoopers, LLP",13-4008324,Unqualified,Full Audit,Fidelity Inst. Asset Mgmt Tr. Co.,"Investment management, Investment management fees paid directly by plan",Service Provider,"$254,340",$0,"$254,340"
14,AMERICAN EXPRESS RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54898/American-Express-Company/55755/American-Express-Retirement-Savings-Plan/2018/,American Express Company and Its Participating Subsidiaries,01/01/2018 — 12/31/2018,06/11/1973,"$5,103,919,020",2,Single Employer,No,No,InsuranceTrust,InsuranceTrust,"21,650",2,"12,713","34,365",125,"34,490","33,069","33,298",328,$0,$0,$0,$0,$0,$0,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2000,13-4922250,522298,Rita Pang,Barbara Kontje,Employee Benefits Administration Committee,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2183,38-4048361,Audited,"Pricewaterhousecoopers, LLP",13-4008324,Unqualified,Full Audit,Loomis Sayles & Co. LLP,"Investment management, Investment management fees paid directly by plan",Service Provider,"$254,253",$0,"$254,253"
15,AMERICAN EXPRESS RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54898/American-Express-Company/55755/American-Express-Retirement-Savings-Plan/2018/,American Express Company and Its Participating Subsidiaries,01/01/2018 — 12/31/2018,06/11/1973,"$5,103,919,020",2,Single Employer,No,No,InsuranceTrust,InsuranceTrust,"21,650",2,"12,713","34,365",125,"34,490","33,069","33,298",328,$0,$0,$0,$0,$0,$0,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2000,13-4922250,522298,Rita Pang,Barbara Kontje,Employee Benefits Administration Committee,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2183,38-4048361,Audited,"Pricewaterhousecoopers, LLP",13-4008324,Unqualified,Full Audit,Morningstar,"Participant communication, Direct payment from the plan",Service Provider,"$105,575",$0,"$105,575"
16,AMERICAN EXPRESS RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54898/American-Express-Company/55755/American-Express-Retirement-Savings-Plan/2018/,American Express Company and Its Participating Subsidiaries,01/01/2018 — 12/31/2018,06/11/1973,"$5,103,919,020",2,Single Employer,No,No,InsuranceTrust,InsuranceTrust,"21,650",2,"12,713","34,365",125,"34,490","33,069","33,298",328,$0,$0,$0,$0,$0,$0,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2000,13-4922250,522298,Rita Pang,Barbara Kontje,Employee Benefits Administration Committee,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2183,38-4048361,Audited,"Pricewaterhousecoopers, LLP",13-4008324,Unqualified,Full Audit,American Express Company,"Employee (plan sponsor), Participant communication, Direct payment from the plan",Plan Sponsor,"$88,663",$0,"$88,663"
17,AMERICAN EXPRESS RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54898/American-Express-Company/55755/American-Express-Retirement-Savings-Plan/2018/,American Express Company and Its Participating Subsidiaries,01/01/2018 — 12/31/2018,06/11/1973,"$5,103,919,020",2,Single Employer,No,No,InsuranceTrust,InsuranceTrust,"21,650",2,"12,713","34,365",125,"34,490","33,069","33,298",328,$0,$0,$0,$0,$0,$0,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2000,13-4922250,522298,Rita Pang,Barbara Kontje,Employee Benefits Administration Committee,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2183,38-4048361,Audited,"Pricewaterhousecoopers, LLP",13-4008324,Unqualified,Full Audit,Vanguard Fiduciary Trust Co.,"Investment management, Investment management fees paid directly by plan",Service Provider,"$77,964",$0,"$77,964"
18,AMERICAN EXPRESS RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54898/American-Express-Company/55755/American-Express-Retirement-Savings-Plan/2018/,American Express Company and Its Participating Subsidiaries,01/01/2018 — 12/31/2018,06/11/1973,"$5,103,919,020",2,Single Employer,No,No,InsuranceTrust,InsuranceTrust,"21,650",2,"12,713","34,365",125,"34,490","33,069","33,298",328,$0,$0,$0,$0,$0,$0,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2000,13-4922250,522298,Rita Pang,Barbara Kontje,Employee Benefits Administration Committee,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2183,38-4048361,Audited,"Pricewaterhousecoopers, LLP",13-4008324,Unqualified,Full Audit,Diana Salesky,"Participant communication, Direct payment from the plan",Service Provider,"$44,500",$0,"$44,500"
19,AMERICAN EXPRESS RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54898/American-Express-Company/55755/American-Express-Retirement-Savings-Plan/2018/,American Express Company and Its Participating Subsidiaries,01/01/2018 — 12/31/2018,06/11/1973,"$5,103,919,020",2,Single Employer,No,No,InsuranceTrust,InsuranceTrust,"21,650",2,"12,713","34,365",125,"34,490","33,069","33,298",328,$0,$0,$0,$0,$0,$0,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2000,13-4922250,522298,Rita Pang,Barbara Kontje,Employee Benefits Administration Committee,200 Vesey Street 01-35-08 ,New York,NY,10285,(212) 640-2183,38-4048361,Audited,"Pricewaterhousecoopers, LLP",13-4008324,Unqualified,Full Audit,Total,Total,Total,"$14,438,626",$0,"$14,438,626"
