,Plan_Name,URL,Sponsor_Name,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Administrator Name,Address,City,State,Zip,Telephone,Administrator EIN,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
10,J.C. Penney Corporation  Inc. Pension Plan,https://www.brightscope.com/form-5500/basic-info/55251/Jc-Penney-Corporation-Inc/13913745/J-C-Penney-Corporation-Inc-Pension-Plan/,J. C. Penney Corporation  Inc.,01/01/2018 — 12/31/2018,02/01/1966,"$3,052,795,000",1,Single Employer,No,Yes,Trust,Trust,"12,654","18,831","9,715","41,200","1,953","43,153","52,254",0,142,$0,$0,$0,$0,$0,$0,6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,13-5583779,452200,"J. C. Penney Corporation, Inc Benefits Administration Committee",6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,75-2583575,Willis Towers Watson,"Actuarial, Direct payment from the plan",NONE,"$389,000",$0,"$389,000"
11,J.C. Penney Corporation  Inc. Pension Plan,https://www.brightscope.com/form-5500/basic-info/55251/Jc-Penney-Corporation-Inc/13913745/J-C-Penney-Corporation-Inc-Pension-Plan/,J. C. Penney Corporation  Inc.,01/01/2018 — 12/31/2018,02/01/1966,"$3,052,795,000",1,Single Employer,No,Yes,Trust,Trust,"12,654","18,831","9,715","41,200","1,953","43,153","52,254",0,142,$0,$0,$0,$0,$0,$0,6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,13-5583779,452200,"J. C. Penney Corporation, Inc Benefits Administration Committee",6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,75-2583575,T Rowe Price Trust Company,"Trustee (bank, trust company, or similar financial institution), Trustee (discretionary), Investment management, Direct payment from the plan, Soft dollars commissions",NONE,"$355,000",$0,"$355,000"
12,J.C. Penney Corporation  Inc. Pension Plan,https://www.brightscope.com/form-5500/basic-info/55251/Jc-Penney-Corporation-Inc/13913745/J-C-Penney-Corporation-Inc-Pension-Plan/,J. C. Penney Corporation  Inc.,01/01/2018 — 12/31/2018,02/01/1966,"$3,052,795,000",1,Single Employer,No,Yes,Trust,Trust,"12,654","18,831","9,715","41,200","1,953","43,153","52,254",0,142,$0,$0,$0,$0,$0,$0,6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,13-5583779,452200,"J. C. Penney Corporation, Inc Benefits Administration Committee",6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,75-2583575,Frank Russell Company,"Consulting (pension), Direct payment from the plan",NONE,"$348,000",$0,"$348,000"
13,J.C. Penney Corporation  Inc. Pension Plan,https://www.brightscope.com/form-5500/basic-info/55251/Jc-Penney-Corporation-Inc/13913745/J-C-Penney-Corporation-Inc-Pension-Plan/,J. C. Penney Corporation  Inc.,01/01/2018 — 12/31/2018,02/01/1966,"$3,052,795,000",1,Single Employer,No,Yes,Trust,Trust,"12,654","18,831","9,715","41,200","1,953","43,153","52,254",0,142,$0,$0,$0,$0,$0,$0,6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,13-5583779,452200,"J. C. Penney Corporation, Inc Benefits Administration Committee",6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,75-2583575,"Ariel Investments, LLC","Investment management, Direct payment from the plan, Investment management fees paid directly by plan, Soft dollars commissions, Securities brokerage commissions and fees",NONE,"$330,000",$0,"$330,000"
14,J.C. Penney Corporation  Inc. Pension Plan,https://www.brightscope.com/form-5500/basic-info/55251/Jc-Penney-Corporation-Inc/13913745/J-C-Penney-Corporation-Inc-Pension-Plan/,J. C. Penney Corporation  Inc.,01/01/2018 — 12/31/2018,02/01/1966,"$3,052,795,000",1,Single Employer,No,Yes,Trust,Trust,"12,654","18,831","9,715","41,200","1,953","43,153","52,254",0,142,$0,$0,$0,$0,$0,$0,6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,13-5583779,452200,"J. C. Penney Corporation, Inc Benefits Administration Committee",6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,75-2583575,"T Rowe Price Associates, Inc.","Investment management, Direct payment from the plan, Investment management fees paid directly by plan, Soft dollars commissions",NONE,"$281,000",$0,"$281,000"
15,J.C. Penney Corporation  Inc. Pension Plan,https://www.brightscope.com/form-5500/basic-info/55251/Jc-Penney-Corporation-Inc/13913745/J-C-Penney-Corporation-Inc-Pension-Plan/,J. C. Penney Corporation  Inc.,01/01/2018 — 12/31/2018,02/01/1966,"$3,052,795,000",1,Single Employer,No,Yes,Trust,Trust,"12,654","18,831","9,715","41,200","1,953","43,153","52,254",0,142,$0,$0,$0,$0,$0,$0,6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,13-5583779,452200,"J. C. Penney Corporation, Inc Benefits Administration Committee",6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,75-2583575,Rreef America LLC,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan, Investment management fees paid indirectly by plan, Soft dollars commissions",NONE,"$278,000",$0,"$278,000"
16,J.C. Penney Corporation  Inc. Pension Plan,https://www.brightscope.com/form-5500/basic-info/55251/Jc-Penney-Corporation-Inc/13913745/J-C-Penney-Corporation-Inc-Pension-Plan/,J. C. Penney Corporation  Inc.,01/01/2018 — 12/31/2018,02/01/1966,"$3,052,795,000",1,Single Employer,No,Yes,Trust,Trust,"12,654","18,831","9,715","41,200","1,953","43,153","52,254",0,142,$0,$0,$0,$0,$0,$0,6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,13-5583779,452200,"J. C. Penney Corporation, Inc Benefits Administration Committee",6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,75-2583575,Prisma Capital Partners Lp,"Actuarial, Investment management, Direct payment from the plan, Investment management fees paid directly by plan, Investment management fees paid indirectly by plan",NONE,"$253,000",$0,"$253,000"
17,J.C. Penney Corporation  Inc. Pension Plan,https://www.brightscope.com/form-5500/basic-info/55251/Jc-Penney-Corporation-Inc/13913745/J-C-Penney-Corporation-Inc-Pension-Plan/,J. C. Penney Corporation  Inc.,01/01/2018 — 12/31/2018,02/01/1966,"$3,052,795,000",1,Single Employer,No,Yes,Trust,Trust,"12,654","18,831","9,715","41,200","1,953","43,153","52,254",0,142,$0,$0,$0,$0,$0,$0,6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,13-5583779,452200,"J. C. Penney Corporation, Inc Benefits Administration Committee",6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,75-2583575,Waddell and Reed Inv Mgmt Company,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan, Investment management fees paid indirectly by plan, Soft dollars commissions, Securities brokerage commissions and fees",NONE,"$188,000",$0,"$188,000"
18,J.C. Penney Corporation  Inc. Pension Plan,https://www.brightscope.com/form-5500/basic-info/55251/Jc-Penney-Corporation-Inc/13913745/J-C-Penney-Corporation-Inc-Pension-Plan/,J. C. Penney Corporation  Inc.,01/01/2018 — 12/31/2018,02/01/1966,"$3,052,795,000",1,Single Employer,No,Yes,Trust,Trust,"12,654","18,831","9,715","41,200","1,953","43,153","52,254",0,142,$0,$0,$0,$0,$0,$0,6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,13-5583779,452200,"J. C. Penney Corporation, Inc Benefits Administration Committee",6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,75-2583575,Townsend Group Inc.,"Consulting (pension), Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$177,000",$0,"$177,000"
19,J.C. Penney Corporation  Inc. Pension Plan,https://www.brightscope.com/form-5500/basic-info/55251/Jc-Penney-Corporation-Inc/13913745/J-C-Penney-Corporation-Inc-Pension-Plan/,J. C. Penney Corporation  Inc.,01/01/2018 — 12/31/2018,02/01/1966,"$3,052,795,000",1,Single Employer,No,Yes,Trust,Trust,"12,654","18,831","9,715","41,200","1,953","43,153","52,254",0,142,$0,$0,$0,$0,$0,$0,6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,13-5583779,452200,"J. C. Penney Corporation, Inc Benefits Administration Committee",6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,75-2583575,J.C. Penney Corporation,"Accounting (including auditing), Employee (plan sponsor), Direct payment from the plan",Plan Sponsor,"$143,000",$0,"$143,000"
20,J.C. Penney Corporation  Inc. Pension Plan,https://www.brightscope.com/form-5500/basic-info/55251/Jc-Penney-Corporation-Inc/13913745/J-C-Penney-Corporation-Inc-Pension-Plan/,J. C. Penney Corporation  Inc.,01/01/2018 — 12/31/2018,02/01/1966,"$3,052,795,000",1,Single Employer,No,Yes,Trust,Trust,"12,654","18,831","9,715","41,200","1,953","43,153","52,254",0,142,$0,$0,$0,$0,$0,$0,6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,13-5583779,452200,"J. C. Penney Corporation, Inc Benefits Administration Committee",6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,75-2583575,"Mellon Bank, Na","Trustee (bank, trust company, or similar financial institution), Direct payment from the plan",NONE,"$87,000",$0,"$87,000"
21,J.C. Penney Corporation  Inc. Pension Plan,https://www.brightscope.com/form-5500/basic-info/55251/Jc-Penney-Corporation-Inc/13913745/J-C-Penney-Corporation-Inc-Pension-Plan/,J. C. Penney Corporation  Inc.,01/01/2018 — 12/31/2018,02/01/1966,"$3,052,795,000",1,Single Employer,No,Yes,Trust,Trust,"12,654","18,831","9,715","41,200","1,953","43,153","52,254",0,142,$0,$0,$0,$0,$0,$0,6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,13-5583779,452200,"J. C. Penney Corporation, Inc Benefits Administration Committee",6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,75-2583575,Montgomery Coscia Greilich LLP,"Accounting (including auditing), Direct payment from the plan",NONE,"$48,000",$0,"$48,000"
22,J.C. Penney Corporation  Inc. Pension Plan,https://www.brightscope.com/form-5500/basic-info/55251/Jc-Penney-Corporation-Inc/13913745/J-C-Penney-Corporation-Inc-Pension-Plan/,J. C. Penney Corporation  Inc.,01/01/2018 — 12/31/2018,02/01/1966,"$3,052,795,000",1,Single Employer,No,Yes,Trust,Trust,"12,654","18,831","9,715","41,200","1,953","43,153","52,254",0,142,$0,$0,$0,$0,$0,$0,6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,13-5583779,452200,"J. C. Penney Corporation, Inc Benefits Administration Committee",6501 Legacy Drive - Ms4103 ,Plano,TX,75024-3698,(972) 431-1000,75-2583575,Total,Total,Total,"$14,477,000",$0,"$14,477,000"
