,Plan_Name,URL,Sponsor_Name,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Administrator Name,Address,City,State,Zip,Telephone,Administrator EIN,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
10,Genuine Parts Company Pension Plan,https://www.brightscope.com/form-5500/basic-info/282786//13913946/Genuine-Parts-Company-Pension-Plan/2018/,Genuine Parts Company,01/01/2018 — 12/31/2018,01/01/1975,"$1,830,238,104",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"8,151","8,322","4,340","20,813","1,176","21,989","22,491",0,0,$0,$0,$0,$0,$0,$0,2999 Wildwood Parkway ,Atlanta,GA,30339-3050,(678) 934-5000,58-0254510,423100,Genuine Parts Company Pension & Benefits Committee,2999 Wildwood Parkway ,Atlanta,GA,30339,(678) 934-5000,58-0254510,"Barrow, Hanley & Mcwhinney","Investment management, Direct payment from the plan, Investment management fees paid directly by plan, Soft dollars commissions",NONE,"$317,874",$0,"$317,874"
11,Genuine Parts Company Pension Plan,https://www.brightscope.com/form-5500/basic-info/282786//13913946/Genuine-Parts-Company-Pension-Plan/2018/,Genuine Parts Company,01/01/2018 — 12/31/2018,01/01/1975,"$1,830,238,104",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"8,151","8,322","4,340","20,813","1,176","21,989","22,491",0,0,$0,$0,$0,$0,$0,$0,2999 Wildwood Parkway ,Atlanta,GA,30339-3050,(678) 934-5000,58-0254510,423100,Genuine Parts Company Pension & Benefits Committee,2999 Wildwood Parkway ,Atlanta,GA,30339,(678) 934-5000,58-0254510,Equity Investment Company,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$300,158",$0,"$300,158"
12,Genuine Parts Company Pension Plan,https://www.brightscope.com/form-5500/basic-info/282786//13913946/Genuine-Parts-Company-Pension-Plan/2018/,Genuine Parts Company,01/01/2018 — 12/31/2018,01/01/1975,"$1,830,238,104",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"8,151","8,322","4,340","20,813","1,176","21,989","22,491",0,0,$0,$0,$0,$0,$0,$0,2999 Wildwood Parkway ,Atlanta,GA,30339-3050,(678) 934-5000,58-0254510,423100,Genuine Parts Company Pension & Benefits Committee,2999 Wildwood Parkway ,Atlanta,GA,30339,(678) 934-5000,58-0254510,Ofi Global Trust Company,"Investment management, Direct payment from the plan",NONE,"$236,158",$0,"$236,158"
13,Genuine Parts Company Pension Plan,https://www.brightscope.com/form-5500/basic-info/282786//13913946/Genuine-Parts-Company-Pension-Plan/2018/,Genuine Parts Company,01/01/2018 — 12/31/2018,01/01/1975,"$1,830,238,104",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"8,151","8,322","4,340","20,813","1,176","21,989","22,491",0,0,$0,$0,$0,$0,$0,$0,2999 Wildwood Parkway ,Atlanta,GA,30339-3050,(678) 934-5000,58-0254510,423100,Genuine Parts Company Pension & Benefits Committee,2999 Wildwood Parkway ,Atlanta,GA,30339,(678) 934-5000,58-0254510,Seix Investment Advisors LLC,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$224,511",$0,"$224,511"
14,Genuine Parts Company Pension Plan,https://www.brightscope.com/form-5500/basic-info/282786//13913946/Genuine-Parts-Company-Pension-Plan/2018/,Genuine Parts Company,01/01/2018 — 12/31/2018,01/01/1975,"$1,830,238,104",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"8,151","8,322","4,340","20,813","1,176","21,989","22,491",0,0,$0,$0,$0,$0,$0,$0,2999 Wildwood Parkway ,Atlanta,GA,30339-3050,(678) 934-5000,58-0254510,423100,Genuine Parts Company Pension & Benefits Committee,2999 Wildwood Parkway ,Atlanta,GA,30339,(678) 934-5000,58-0254510,Willis Towers Watson,"Actuarial, Direct payment from the plan",NONE,"$216,922",$0,"$216,922"
15,Genuine Parts Company Pension Plan,https://www.brightscope.com/form-5500/basic-info/282786//13913946/Genuine-Parts-Company-Pension-Plan/2018/,Genuine Parts Company,01/01/2018 — 12/31/2018,01/01/1975,"$1,830,238,104",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"8,151","8,322","4,340","20,813","1,176","21,989","22,491",0,0,$0,$0,$0,$0,$0,$0,2999 Wildwood Parkway ,Atlanta,GA,30339-3050,(678) 934-5000,58-0254510,423100,Genuine Parts Company Pension & Benefits Committee,2999 Wildwood Parkway ,Atlanta,GA,30339,(678) 934-5000,58-0254510,Ubs Financial Services Inc,"Investment advisory (plan), Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$200,000",$0,"$200,000"
16,Genuine Parts Company Pension Plan,https://www.brightscope.com/form-5500/basic-info/282786//13913946/Genuine-Parts-Company-Pension-Plan/2018/,Genuine Parts Company,01/01/2018 — 12/31/2018,01/01/1975,"$1,830,238,104",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"8,151","8,322","4,340","20,813","1,176","21,989","22,491",0,0,$0,$0,$0,$0,$0,$0,2999 Wildwood Parkway ,Atlanta,GA,30339-3050,(678) 934-5000,58-0254510,423100,Genuine Parts Company Pension & Benefits Committee,2999 Wildwood Parkway ,Atlanta,GA,30339,(678) 934-5000,58-0254510,Richmond Capital Management,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$195,619",$0,"$195,619"
17,Genuine Parts Company Pension Plan,https://www.brightscope.com/form-5500/basic-info/282786//13913946/Genuine-Parts-Company-Pension-Plan/2018/,Genuine Parts Company,01/01/2018 — 12/31/2018,01/01/1975,"$1,830,238,104",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"8,151","8,322","4,340","20,813","1,176","21,989","22,491",0,0,$0,$0,$0,$0,$0,$0,2999 Wildwood Parkway ,Atlanta,GA,30339-3050,(678) 934-5000,58-0254510,423100,Genuine Parts Company Pension & Benefits Committee,2999 Wildwood Parkway ,Atlanta,GA,30339,(678) 934-5000,58-0254510,Northern Trust,"Trustee (bank, trust company, or similar financial institution), Direct payment from the plan",NONE,"$79,059",$0,"$79,059"
18,Genuine Parts Company Pension Plan,https://www.brightscope.com/form-5500/basic-info/282786//13913946/Genuine-Parts-Company-Pension-Plan/2018/,Genuine Parts Company,01/01/2018 — 12/31/2018,01/01/1975,"$1,830,238,104",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"8,151","8,322","4,340","20,813","1,176","21,989","22,491",0,0,$0,$0,$0,$0,$0,$0,2999 Wildwood Parkway ,Atlanta,GA,30339-3050,(678) 934-5000,58-0254510,423100,Genuine Parts Company Pension & Benefits Committee,2999 Wildwood Parkway ,Atlanta,GA,30339,(678) 934-5000,58-0254510,Alston and Bird,"Legal, Direct payment from the plan",NONE,"$46,479",$0,"$46,479"
19,Genuine Parts Company Pension Plan,https://www.brightscope.com/form-5500/basic-info/282786//13913946/Genuine-Parts-Company-Pension-Plan/2018/,Genuine Parts Company,01/01/2018 — 12/31/2018,01/01/1975,"$1,830,238,104",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"8,151","8,322","4,340","20,813","1,176","21,989","22,491",0,0,$0,$0,$0,$0,$0,$0,2999 Wildwood Parkway ,Atlanta,GA,30339-3050,(678) 934-5000,58-0254510,423100,Genuine Parts Company Pension & Benefits Committee,2999 Wildwood Parkway ,Atlanta,GA,30339,(678) 934-5000,58-0254510,Hancock Askew & Co LLP,"Accounting (including auditing), Direct payment from the plan",NONE,"$35,556",$0,"$35,556"
20,Genuine Parts Company Pension Plan,https://www.brightscope.com/form-5500/basic-info/282786//13913946/Genuine-Parts-Company-Pension-Plan/2018/,Genuine Parts Company,01/01/2018 — 12/31/2018,01/01/1975,"$1,830,238,104",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"8,151","8,322","4,340","20,813","1,176","21,989","22,491",0,0,$0,$0,$0,$0,$0,$0,2999 Wildwood Parkway ,Atlanta,GA,30339-3050,(678) 934-5000,58-0254510,423100,Genuine Parts Company Pension & Benefits Committee,2999 Wildwood Parkway ,Atlanta,GA,30339,(678) 934-5000,58-0254510,Total,Total,Total,"$7,843,784",$0,"$7,843,784"
