,Plan_Name,URL,Sponsor_Name,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Report Description,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Named Administrator,Named Plan Sponsor,Administrator Name,Address,City,State,Zip,Telephone,Administrator EIN,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
10,AMEREN RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/229995/Ameren-Corporation/13913803/Ameren-Retirement-Plan/2018/,Ameren Corporation,01/01/2018 — 12/31/2018,01/01/1941,"$4,063,410,231",5,Single Employer,Yes,Yes,This is an amended report.,InsuranceTrust,Trust,"8,976","8,738","2,659","20,373","2,481","22,854","22,593",0,66,$0,$0,$0,$0,$0,$0,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1723446,221100,"Marla J. Langenhorst, Dir, Benefits","Marla J. Langenhorst, Dir, Benefits",Administrative Committee,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1799279,Columbus Circle,"Investment management, Investment management fees paid directly by plan, Soft dollars commissions",NONE,"$456,887",$0,"$456,887"
11,AMEREN RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/229995/Ameren-Corporation/13913803/Ameren-Retirement-Plan/2018/,Ameren Corporation,01/01/2018 — 12/31/2018,01/01/1941,"$4,063,410,231",5,Single Employer,Yes,Yes,This is an amended report.,InsuranceTrust,Trust,"8,976","8,738","2,659","20,373","2,481","22,854","22,593",0,66,$0,$0,$0,$0,$0,$0,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1723446,221100,"Marla J. Langenhorst, Dir, Benefits","Marla J. Langenhorst, Dir, Benefits",Administrative Committee,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1799279,Harrison Street,"Investment management, Investment management fees paid directly by plan",NONE,"$376,665",$0,"$376,665"
12,AMEREN RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/229995/Ameren-Corporation/13913803/Ameren-Retirement-Plan/2018/,Ameren Corporation,01/01/2018 — 12/31/2018,01/01/1941,"$4,063,410,231",5,Single Employer,Yes,Yes,This is an amended report.,InsuranceTrust,Trust,"8,976","8,738","2,659","20,373","2,481","22,854","22,593",0,66,$0,$0,$0,$0,$0,$0,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1723446,221100,"Marla J. Langenhorst, Dir, Benefits","Marla J. Langenhorst, Dir, Benefits",Administrative Committee,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1799279,Denver Investment Advisors,"Investment management, Investment management fees paid directly by plan, Soft dollars commissions",NONE,"$322,128",$0,"$322,128"
13,AMEREN RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/229995/Ameren-Corporation/13913803/Ameren-Retirement-Plan/2018/,Ameren Corporation,01/01/2018 — 12/31/2018,01/01/1941,"$4,063,410,231",5,Single Employer,Yes,Yes,This is an amended report.,InsuranceTrust,Trust,"8,976","8,738","2,659","20,373","2,481","22,854","22,593",0,66,$0,$0,$0,$0,$0,$0,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1723446,221100,"Marla J. Langenhorst, Dir, Benefits","Marla J. Langenhorst, Dir, Benefits",Administrative Committee,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1799279,Willis Towers Watson,"Actuarial, Consulting (general), Consulting (pension)",NONE,"$273,630",$0,"$273,630"
14,AMEREN RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/229995/Ameren-Corporation/13913803/Ameren-Retirement-Plan/2018/,Ameren Corporation,01/01/2018 — 12/31/2018,01/01/1941,"$4,063,410,231",5,Single Employer,Yes,Yes,This is an amended report.,InsuranceTrust,Trust,"8,976","8,738","2,659","20,373","2,481","22,854","22,593",0,66,$0,$0,$0,$0,$0,$0,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1723446,221100,"Marla J. Langenhorst, Dir, Benefits","Marla J. Langenhorst, Dir, Benefits",Administrative Committee,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1799279,Segall Bryant and Hamill,"Investment management, Investment management fees paid directly by plan",NONE,"$112,407",$0,"$112,407"
15,AMEREN RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/229995/Ameren-Corporation/13913803/Ameren-Retirement-Plan/2018/,Ameren Corporation,01/01/2018 — 12/31/2018,01/01/1941,"$4,063,410,231",5,Single Employer,Yes,Yes,This is an amended report.,InsuranceTrust,Trust,"8,976","8,738","2,659","20,373","2,481","22,854","22,593",0,66,$0,$0,$0,$0,$0,$0,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1723446,221100,"Marla J. Langenhorst, Dir, Benefits","Marla J. Langenhorst, Dir, Benefits",Administrative Committee,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1799279,Blackrock Institutional Trust Co,"Trustee (bank, trust company, or similar financial institution), Trustee (discretionary), Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$91,908",$0,"$91,908"
16,AMEREN RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/229995/Ameren-Corporation/13913803/Ameren-Retirement-Plan/2018/,Ameren Corporation,01/01/2018 — 12/31/2018,01/01/1941,"$4,063,410,231",5,Single Employer,Yes,Yes,This is an amended report.,InsuranceTrust,Trust,"8,976","8,738","2,659","20,373","2,481","22,854","22,593",0,66,$0,$0,$0,$0,$0,$0,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1723446,221100,"Marla J. Langenhorst, Dir, Benefits","Marla J. Langenhorst, Dir, Benefits",Administrative Committee,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1799279,Crowe LLP,Accounting (including auditing),NONE,"$85,696",$0,"$85,696"
17,AMEREN RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/229995/Ameren-Corporation/13913803/Ameren-Retirement-Plan/2018/,Ameren Corporation,01/01/2018 — 12/31/2018,01/01/1941,"$4,063,410,231",5,Single Employer,Yes,Yes,This is an amended report.,InsuranceTrust,Trust,"8,976","8,738","2,659","20,373","2,481","22,854","22,593",0,66,$0,$0,$0,$0,$0,$0,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1723446,221100,"Marla J. Langenhorst, Dir, Benefits","Marla J. Langenhorst, Dir, Benefits",Administrative Committee,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1799279,Mellon,"Investment management, Investment management fees paid directly by plan, Float revenue",Affiliate of Trustee,"$65,976",$0,"$65,976"
18,AMEREN RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/229995/Ameren-Corporation/13913803/Ameren-Retirement-Plan/2018/,Ameren Corporation,01/01/2018 — 12/31/2018,01/01/1941,"$4,063,410,231",5,Single Employer,Yes,Yes,This is an amended report.,InsuranceTrust,Trust,"8,976","8,738","2,659","20,373","2,481","22,854","22,593",0,66,$0,$0,$0,$0,$0,$0,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1723446,221100,"Marla J. Langenhorst, Dir, Benefits","Marla J. Langenhorst, Dir, Benefits",Administrative Committee,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1799279,The Northern Trust Company,"Investment management, Investment management fees paid directly by plan, Float revenue",NONE,"$57,649",$0,"$57,649"
19,AMEREN RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/229995/Ameren-Corporation/13913803/Ameren-Retirement-Plan/2018/,Ameren Corporation,01/01/2018 — 12/31/2018,01/01/1941,"$4,063,410,231",5,Single Employer,Yes,Yes,This is an amended report.,InsuranceTrust,Trust,"8,976","8,738","2,659","20,373","2,481","22,854","22,593",0,66,$0,$0,$0,$0,$0,$0,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1723446,221100,"Marla J. Langenhorst, Dir, Benefits","Marla J. Langenhorst, Dir, Benefits",Administrative Committee,Po Box 66149 Mc 533,St. Louis,MO,63166-6149,(314) 554-2565,43-1799279,Total,Total,Total,"$9,981,184",$0,"$9,981,184"
