,Plan_Name,URL,Sponsor_Name,Plan Year,Date of Plan,Net Assets as of 12/31/2010,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2010,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Named Administrator,Named Plan Sponsor,Administrator Name,Address,City,State,Zip,Telephone,Administrator EIN,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
10,THE DETROIT MEDICAL CENTER CONSOLIDATED PENS PLAN,https://www.brightscope.com/form-5500/basic-info/550168//13930219/Detroit-Medical-Center-Consolidated-Pension-Plan/,VHS of Michigan,01/01/2010 — 12/31/2010,01/01/1987,"$756,218,154",2,Single Employer,No,Yes,Trust,Trust,"6,870","5,793","9,266","21,929",364,"22,293","22,495",0,374,$0,$0,$0,$0,$0,$0,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2063,38-2571767,622000,David J. Weiner,William F. Rochefort,Administrative Committee of The Dmc Consolidated Pension Plan,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2538,38-2733381,"Nepc, LLC",Consulting (pension),NONE,"$121,076",$0,"$121,076"
11,THE DETROIT MEDICAL CENTER CONSOLIDATED PENS PLAN,https://www.brightscope.com/form-5500/basic-info/550168//13930219/Detroit-Medical-Center-Consolidated-Pension-Plan/,VHS of Michigan,01/01/2010 — 12/31/2010,01/01/1987,"$756,218,154",2,Single Employer,No,Yes,Trust,Trust,"6,870","5,793","9,266","21,929",364,"22,293","22,495",0,374,$0,$0,$0,$0,$0,$0,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2063,38-2571767,622000,David J. Weiner,William F. Rochefort,Administrative Committee of The Dmc Consolidated Pension Plan,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2538,38-2733381,Fischer Francis,Investment management fees paid directly by plan,NONE,"$109,196",$0,"$109,196"
12,THE DETROIT MEDICAL CENTER CONSOLIDATED PENS PLAN,https://www.brightscope.com/form-5500/basic-info/550168//13930219/Detroit-Medical-Center-Consolidated-Pension-Plan/,VHS of Michigan,01/01/2010 — 12/31/2010,01/01/1987,"$756,218,154",2,Single Employer,No,Yes,Trust,Trust,"6,870","5,793","9,266","21,929",364,"22,293","22,495",0,374,$0,$0,$0,$0,$0,$0,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2063,38-2571767,622000,David J. Weiner,William F. Rochefort,Administrative Committee of The Dmc Consolidated Pension Plan,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2538,38-2733381,Jp Morgan Investment Management Inc,Investment management fees paid directly by plan,NONE,"$99,135",$0,"$99,135"
13,THE DETROIT MEDICAL CENTER CONSOLIDATED PENS PLAN,https://www.brightscope.com/form-5500/basic-info/550168//13930219/Detroit-Medical-Center-Consolidated-Pension-Plan/,VHS of Michigan,01/01/2010 — 12/31/2010,01/01/1987,"$756,218,154",2,Single Employer,No,Yes,Trust,Trust,"6,870","5,793","9,266","21,929",364,"22,293","22,495",0,374,$0,$0,$0,$0,$0,$0,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2063,38-2571767,622000,David J. Weiner,William F. Rochefort,Administrative Committee of The Dmc Consolidated Pension Plan,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2538,38-2733381,Jp Morgan World Wide Securities Svs,Investment management fees paid directly by plan,NONE,"$85,006",$0,"$85,006"
14,THE DETROIT MEDICAL CENTER CONSOLIDATED PENS PLAN,https://www.brightscope.com/form-5500/basic-info/550168//13930219/Detroit-Medical-Center-Consolidated-Pension-Plan/,VHS of Michigan,01/01/2010 — 12/31/2010,01/01/1987,"$756,218,154",2,Single Employer,No,Yes,Trust,Trust,"6,870","5,793","9,266","21,929",364,"22,293","22,495",0,374,$0,$0,$0,$0,$0,$0,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2063,38-2571767,622000,David J. Weiner,William F. Rochefort,Administrative Committee of The Dmc Consolidated Pension Plan,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2538,38-2733381,Blackrock Institut.Trust Co.Na,Investment management fees paid directly by plan,NONE,"$82,851",$0,"$82,851"
15,THE DETROIT MEDICAL CENTER CONSOLIDATED PENS PLAN,https://www.brightscope.com/form-5500/basic-info/550168//13930219/Detroit-Medical-Center-Consolidated-Pension-Plan/,VHS of Michigan,01/01/2010 — 12/31/2010,01/01/1987,"$756,218,154",2,Single Employer,No,Yes,Trust,Trust,"6,870","5,793","9,266","21,929",364,"22,293","22,495",0,374,$0,$0,$0,$0,$0,$0,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2063,38-2571767,622000,David J. Weiner,William F. Rochefort,Administrative Committee of The Dmc Consolidated Pension Plan,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2538,38-2733381,Pyramis,Investment management fees paid directly by plan,NONE,"$60,461",$0,"$60,461"
16,THE DETROIT MEDICAL CENTER CONSOLIDATED PENS PLAN,https://www.brightscope.com/form-5500/basic-info/550168//13930219/Detroit-Medical-Center-Consolidated-Pension-Plan/,VHS of Michigan,01/01/2010 — 12/31/2010,01/01/1987,"$756,218,154",2,Single Employer,No,Yes,Trust,Trust,"6,870","5,793","9,266","21,929",364,"22,293","22,495",0,374,$0,$0,$0,$0,$0,$0,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2063,38-2571767,622000,David J. Weiner,William F. Rochefort,Administrative Committee of The Dmc Consolidated Pension Plan,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2538,38-2733381,State Street Global Advisors,Investment management fees paid directly by plan,NONE,"$47,123",$0,"$47,123"
17,THE DETROIT MEDICAL CENTER CONSOLIDATED PENS PLAN,https://www.brightscope.com/form-5500/basic-info/550168//13930219/Detroit-Medical-Center-Consolidated-Pension-Plan/,VHS of Michigan,01/01/2010 — 12/31/2010,01/01/1987,"$756,218,154",2,Single Employer,No,Yes,Trust,Trust,"6,870","5,793","9,266","21,929",364,"22,293","22,495",0,374,$0,$0,$0,$0,$0,$0,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2063,38-2571767,622000,David J. Weiner,William F. Rochefort,Administrative Committee of The Dmc Consolidated Pension Plan,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2538,38-2733381,Loomis Sayles,Investment management fees paid directly by plan,NONE,"$45,558",$0,"$45,558"
18,THE DETROIT MEDICAL CENTER CONSOLIDATED PENS PLAN,https://www.brightscope.com/form-5500/basic-info/550168//13930219/Detroit-Medical-Center-Consolidated-Pension-Plan/,VHS of Michigan,01/01/2010 — 12/31/2010,01/01/1987,"$756,218,154",2,Single Employer,No,Yes,Trust,Trust,"6,870","5,793","9,266","21,929",364,"22,293","22,495",0,374,$0,$0,$0,$0,$0,$0,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2063,38-2571767,622000,David J. Weiner,William F. Rochefort,Administrative Committee of The Dmc Consolidated Pension Plan,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2538,38-2733381,George Johnson & Company,Accounting (including auditing),NONE,"$25,200",$0,"$25,200"
19,THE DETROIT MEDICAL CENTER CONSOLIDATED PENS PLAN,https://www.brightscope.com/form-5500/basic-info/550168//13930219/Detroit-Medical-Center-Consolidated-Pension-Plan/,VHS of Michigan,01/01/2010 — 12/31/2010,01/01/1987,"$756,218,154",2,Single Employer,No,Yes,Trust,Trust,"6,870","5,793","9,266","21,929",364,"22,293","22,495",0,374,$0,$0,$0,$0,$0,$0,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2063,38-2571767,622000,David J. Weiner,William F. Rochefort,Administrative Committee of The Dmc Consolidated Pension Plan,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2538,38-2733381,Ingersoll Consulting Inc.,Consulting (general),NONE,"$19,469",$0,"$19,469"
20,THE DETROIT MEDICAL CENTER CONSOLIDATED PENS PLAN,https://www.brightscope.com/form-5500/basic-info/550168//13930219/Detroit-Medical-Center-Consolidated-Pension-Plan/,VHS of Michigan,01/01/2010 — 12/31/2010,01/01/1987,"$756,218,154",2,Single Employer,No,Yes,Trust,Trust,"6,870","5,793","9,266","21,929",364,"22,293","22,495",0,374,$0,$0,$0,$0,$0,$0,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2063,38-2571767,622000,David J. Weiner,William F. Rochefort,Administrative Committee of The Dmc Consolidated Pension Plan,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2538,38-2733381,Mel Printing Co.,Copying and duplicating,NONE,"$6,213",$0,"$6,213"
21,THE DETROIT MEDICAL CENTER CONSOLIDATED PENS PLAN,https://www.brightscope.com/form-5500/basic-info/550168//13930219/Detroit-Medical-Center-Consolidated-Pension-Plan/,VHS of Michigan,01/01/2010 — 12/31/2010,01/01/1987,"$756,218,154",2,Single Employer,No,Yes,Trust,Trust,"6,870","5,793","9,266","21,929",364,"22,293","22,495",0,374,$0,$0,$0,$0,$0,$0,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2063,38-2571767,622000,David J. Weiner,William F. Rochefort,Administrative Committee of The Dmc Consolidated Pension Plan,3663 Woodward Avenue Suite 200,Detroit,MI,48201-2403,(313) 578-2538,38-2733381,Total,Total,Total,"$3,156,573",$0,"$3,156,573"
