,Plan_Name,URL,Sponsor_Name,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
10,FIRSTENERGY CORP MASTER PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/154070/Firstenergy-Corp/13913742/Firstenergy-Corp-Master-Pension-Plan//2018/,FirstEnergy Corp,01/01/2018 — 12/31/2018,07/01/1944,"$7,475,828,051",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"15,073","18,520","4,663","38,256","3,348","41,604","44,832",0,215,$0,$0,$0,$0,$0,$0,76 South Main Street ,Akron,OH,44308,(330) 384-5417,34-1843785,221100,The Bank of New York Mellon,"Trustee (bank, trust company, or similar financial institution), Direct payment from the plan, Shareholder servicing fees, Float revenue, Account maintenance fees",NONE,"$892,388",$0,"$892,388"
11,FIRSTENERGY CORP MASTER PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/154070/Firstenergy-Corp/13913742/Firstenergy-Corp-Master-Pension-Plan//2018/,FirstEnergy Corp,01/01/2018 — 12/31/2018,07/01/1944,"$7,475,828,051",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"15,073","18,520","4,663","38,256","3,348","41,604","44,832",0,215,$0,$0,$0,$0,$0,$0,76 South Main Street ,Akron,OH,44308,(330) 384-5417,34-1843785,221100,Pimco,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$724,386",$0,"$724,386"
12,FIRSTENERGY CORP MASTER PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/154070/Firstenergy-Corp/13913742/Firstenergy-Corp-Master-Pension-Plan//2018/,FirstEnergy Corp,01/01/2018 — 12/31/2018,07/01/1944,"$7,475,828,051",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"15,073","18,520","4,663","38,256","3,348","41,604","44,832",0,215,$0,$0,$0,$0,$0,$0,76 South Main Street ,Akron,OH,44308,(330) 384-5417,34-1843785,221100,Loomis Sayles and Co.,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$713,279",$0,"$713,279"
13,FIRSTENERGY CORP MASTER PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/154070/Firstenergy-Corp/13913742/Firstenergy-Corp-Master-Pension-Plan//2018/,FirstEnergy Corp,01/01/2018 — 12/31/2018,07/01/1944,"$7,475,828,051",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"15,073","18,520","4,663","38,256","3,348","41,604","44,832",0,215,$0,$0,$0,$0,$0,$0,76 South Main Street ,Akron,OH,44308,(330) 384-5417,34-1843785,221100,Metropolitan Life Insurance Company,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan, Account maintenance fees",NONE,"$587,813",$0,"$587,813"
14,FIRSTENERGY CORP MASTER PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/154070/Firstenergy-Corp/13913742/Firstenergy-Corp-Master-Pension-Plan//2018/,FirstEnergy Corp,01/01/2018 — 12/31/2018,07/01/1944,"$7,475,828,051",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"15,073","18,520","4,663","38,256","3,348","41,604","44,832",0,215,$0,$0,$0,$0,$0,$0,76 South Main Street ,Akron,OH,44308,(330) 384-5417,34-1843785,221100,Lazard Asset Management LLC,"Direct payment from the plan, Product termination fees (surrender charges, etc.)",NONE,"$574,319",$0,"$574,319"
15,FIRSTENERGY CORP MASTER PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/154070/Firstenergy-Corp/13913742/Firstenergy-Corp-Master-Pension-Plan//2018/,FirstEnergy Corp,01/01/2018 — 12/31/2018,07/01/1944,"$7,475,828,051",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"15,073","18,520","4,663","38,256","3,348","41,604","44,832",0,215,$0,$0,$0,$0,$0,$0,76 South Main Street ,Akron,OH,44308,(330) 384-5417,34-1843785,221100,Legal & General,"Investment management, Direct payment from the plan",NONE,"$468,979",$0,"$468,979"
16,FIRSTENERGY CORP MASTER PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/154070/Firstenergy-Corp/13913742/Firstenergy-Corp-Master-Pension-Plan//2018/,FirstEnergy Corp,01/01/2018 — 12/31/2018,07/01/1944,"$7,475,828,051",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"15,073","18,520","4,663","38,256","3,348","41,604","44,832",0,215,$0,$0,$0,$0,$0,$0,76 South Main Street ,Akron,OH,44308,(330) 384-5417,34-1843785,221100,Jp Morgan,"Investment management, Direct payment from the plan",NONE,"$336,222",$0,"$336,222"
17,FIRSTENERGY CORP MASTER PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/154070/Firstenergy-Corp/13913742/Firstenergy-Corp-Master-Pension-Plan//2018/,FirstEnergy Corp,01/01/2018 — 12/31/2018,07/01/1944,"$7,475,828,051",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"15,073","18,520","4,663","38,256","3,348","41,604","44,832",0,215,$0,$0,$0,$0,$0,$0,76 South Main Street ,Akron,OH,44308,(330) 384-5417,34-1843785,221100,Parametric Portfolio Associate,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$297,810",$0,"$297,810"
18,FIRSTENERGY CORP MASTER PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/154070/Firstenergy-Corp/13913742/Firstenergy-Corp-Master-Pension-Plan//2018/,FirstEnergy Corp,01/01/2018 — 12/31/2018,07/01/1944,"$7,475,828,051",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"15,073","18,520","4,663","38,256","3,348","41,604","44,832",0,215,$0,$0,$0,$0,$0,$0,76 South Main Street ,Akron,OH,44308,(330) 384-5417,34-1843785,221100,Blackrock,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$250,725",$0,"$250,725"
19,FIRSTENERGY CORP MASTER PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/154070/Firstenergy-Corp/13913742/Firstenergy-Corp-Master-Pension-Plan//2018/,FirstEnergy Corp,01/01/2018 — 12/31/2018,07/01/1944,"$7,475,828,051",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"15,073","18,520","4,663","38,256","3,348","41,604","44,832",0,215,$0,$0,$0,$0,$0,$0,76 South Main Street ,Akron,OH,44308,(330) 384-5417,34-1843785,221100,Barclay Global Investors,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$225,615",$0,"$225,615"
20,FIRSTENERGY CORP MASTER PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/154070/Firstenergy-Corp/13913742/Firstenergy-Corp-Master-Pension-Plan//2018/,FirstEnergy Corp,01/01/2018 — 12/31/2018,07/01/1944,"$7,475,828,051",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"15,073","18,520","4,663","38,256","3,348","41,604","44,832",0,215,$0,$0,$0,$0,$0,$0,76 South Main Street ,Akron,OH,44308,(330) 384-5417,34-1843785,221100,Findley Davies Inc,"Consulting (general), Direct payment from the plan",NONE,"$151,896",$0,"$151,896"
21,FIRSTENERGY CORP MASTER PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/154070/Firstenergy-Corp/13913742/Firstenergy-Corp-Master-Pension-Plan//2018/,FirstEnergy Corp,01/01/2018 — 12/31/2018,07/01/1944,"$7,475,828,051",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"15,073","18,520","4,663","38,256","3,348","41,604","44,832",0,215,$0,$0,$0,$0,$0,$0,76 South Main Street ,Akron,OH,44308,(330) 384-5417,34-1843785,221100,The Northern Trust Company,"Investment management, Direct payment from the plan",NONE,"$120,478",$0,"$120,478"
22,FIRSTENERGY CORP MASTER PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/154070/Firstenergy-Corp/13913742/Firstenergy-Corp-Master-Pension-Plan//2018/,FirstEnergy Corp,01/01/2018 — 12/31/2018,07/01/1944,"$7,475,828,051",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"15,073","18,520","4,663","38,256","3,348","41,604","44,832",0,215,$0,$0,$0,$0,$0,$0,76 South Main Street ,Akron,OH,44308,(330) 384-5417,34-1843785,221100,Ubs Realty Investors LLC,"Consulting (general), Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$90,070",$0,"$90,070"
23,FIRSTENERGY CORP MASTER PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/154070/Firstenergy-Corp/13913742/Firstenergy-Corp-Master-Pension-Plan//2018/,FirstEnergy Corp,01/01/2018 — 12/31/2018,07/01/1944,"$7,475,828,051",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"15,073","18,520","4,663","38,256","3,348","41,604","44,832",0,215,$0,$0,$0,$0,$0,$0,76 South Main Street ,Akron,OH,44308,(330) 384-5417,34-1843785,221100,"Benxl Technologies, Inc","Contract Administrator, Direct payment from the plan, Other fees",NONE,"$81,660",$0,"$81,660"
24,FIRSTENERGY CORP MASTER PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/154070/Firstenergy-Corp/13913742/Firstenergy-Corp-Master-Pension-Plan//2018/,FirstEnergy Corp,01/01/2018 — 12/31/2018,07/01/1944,"$7,475,828,051",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"15,073","18,520","4,663","38,256","3,348","41,604","44,832",0,215,$0,$0,$0,$0,$0,$0,76 South Main Street ,Akron,OH,44308,(330) 384-5417,34-1843785,221100,Northern Trust,"Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$80,637",$0,"$80,637"
25,FIRSTENERGY CORP MASTER PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/154070/Firstenergy-Corp/13913742/Firstenergy-Corp-Master-Pension-Plan//2018/,FirstEnergy Corp,01/01/2018 — 12/31/2018,07/01/1944,"$7,475,828,051",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"15,073","18,520","4,663","38,256","3,348","41,604","44,832",0,215,$0,$0,$0,$0,$0,$0,76 South Main Street ,Akron,OH,44308,(330) 384-5417,34-1843785,221100,Mercer Us Inc.,"Direct payment from the plan, Other fees",NONE,"$10,912",$0,"$10,912"
26,FIRSTENERGY CORP MASTER PENSION PLAN,https://www.brightscope.com/form-5500/basic-info/154070/Firstenergy-Corp/13913742/Firstenergy-Corp-Master-Pension-Plan//2018/,FirstEnergy Corp,01/01/2018 — 12/31/2018,07/01/1944,"$7,475,828,051",1,Single Employer,No,Yes,InsuranceTrust,InsuranceTrust,"15,073","18,520","4,663","38,256","3,348","41,604","44,832",0,215,$0,$0,$0,$0,$0,$0,76 South Main Street ,Akron,OH,44308,(330) 384-5417,34-1843785,221100,Total,Total,Total,"$21,524,197",$0,"$21,524,197"
