,Plan_Name,URL,Sponsor_Name,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Named Administrator,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
10,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,"Nisa Investment Advisors, LLC","Investment management, Investment management fees paid directly by plan",NONE,"$1,861,983",$0,"$1,861,983"
11,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,Prudential Insurance Co.,"Investment management, Investment management fees paid directly by plan",NONE,"$1,439,406",$0,"$1,439,406"
12,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,"Buck Global, LLC","Actuarial, Consulting (pension), Participant communication, Direct payment from the plan",NONE,"$1,426,023",$0,"$1,426,023"
13,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,"Barrow,Hanley,Mewhinney&Strauss,LLC","Investment advisory (plan), Direct payment from the plan, Soft dollars commissions",NONE,"$1,161,313",$0,"$1,161,313"
14,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,Rcb Global Asset Management (Us)Inc,"Investment management, Investment management fees paid directly by plan",NONE,"$1,135,566",$0,"$1,135,566"
15,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,"Blackrock Inst'L Trust Co., N.A.","Investment management, Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$1,091,473",$0,"$1,091,473"
16,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,Western Asset Mgmt Co.,"Investment management, Investment management fees paid directly by plan",NONE,"$927,727",$0,"$927,727"
17,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,"Chicago Equity Partners, LLC","Investment management, Investment management fees paid directly by plan",NONE,"$911,683",$0,"$911,683"
18,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,"Gcm Customized Fund Inv Group, L.P.","Investment management, Investment management fees paid directly by plan",NONE,"$709,562",$0,"$709,562"
19,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,Russell Investments,"Investment management, Direct payment from the plan, Securities brokerage commissions and fees",NONE,"$446,994",$0,"$446,994"
20,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,Sei Investments Company,"Direct payment from the plan, Recordkeeping fees",NONE,"$429,250",$0,"$429,250"
21,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,Mellon Capital Mgmt Corp.,"Investment management, Investment management fees paid directly by plan",NONE,"$233,383",$0,"$233,383"
22,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,Rhumbline Advisers,"Investment management, Investment management fees paid directly by plan",NONE,"$157,177",$0,"$157,177"
23,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,Cohnreznick LLP,"Accounting (including auditing), Direct payment from the plan",NONE,"$127,000",$0,"$127,000"
24,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,Callan LLC,"Consulting (pension), Direct payment from the plan",NONE,"$90,000",$0,"$90,000"
25,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,Ernst and Young,"Direct payment from the plan, Consulting fees",NONE,"$84,264",$0,"$84,264"
26,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,Aon Hewitt Investment Consulting In,"Consulting (general), Direct payment from the plan",NONE,"$50,504",$0,"$50,504"
27,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,Inalytics Limited,"Other services, Direct payment from the plan",NONE,"$38,750",$0,"$38,750"
28,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,Evestment Alliance LLC,"Other services, Direct payment from the plan",NONE,"$23,489",$0,"$23,489"
29,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,Morneau Shepell,"Consulting (general), Direct payment from the plan",NONE,"$10,990",$0,"$10,990"
30,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,Institutional Limited Partners Asso,"Direct payment from the plan, Other fees",NONE,"$8,000",$0,"$8,000"
31,CONSOLIDATED EDISON RETIREMENT PLAN,https://www.brightscope.com/form-5500/basic-info/54941/Consolidated-Edison-Inc/13913721/Consolidated-Edison-Retirement-Plan/,CONSOLIDATED EDISON COMPANY OF NEW YORK  INC.,01/01/2018 — 12/31/2018,07/01/1953,"$14,041,664,035",1,Single Employer,Yes,Yes,InsuranceTrust,InsuranceTrust,"13,330","11,829","1,363","26,522","3,610","30,132","30,784",0,55,$0,$0,$0,$0,$0,$0,4 Irving Place 15th Floor South,New York,NY,10003,(212) 460-3999,13-5009340,221100,Nancy Shannon,Total,Total,Total,"$42,373,092",$0,"$42,373,092"
