,Plan_Name,URL,Sponsor_Name,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Named Administrator,Named Plan Sponsor,Administrator Name,Address,City,State,Zip,Telephone,Administrator EIN,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
10,American International Group Inc Retirement Plan,https://www.brightscope.com/form-5500/basic-info/44651/American-International-Group-Inc/13913783/American-International-Group-Inc-Retirement-Plan/,AMERICAN INTERNATIONAL GROUP INC,01/01/2018 — 12/31/2018,04/01/1985,"$3,982,665,924",2,Single Employer,No,Yes,Trust,Trust,"14,100","18,143","15,693","47,936","2,830","50,766","52,221",0,28,$0,$0,$0,$0,$0,$0,175 Water Street 21st Floor,New York,NY,10038,(212) 770-7000,13-2592361,524140,Justin Orlando,Kathleen Carbone,The Aig Retirement Board,175 Water Street 21st Floor,New York,NY,10038,(212) 770-6614,13-2592361,Aon Hewitt Investment Consulting,Consulting (pension),NONE,"$248,475",$0,"$248,475"
11,American International Group Inc Retirement Plan,https://www.brightscope.com/form-5500/basic-info/44651/American-International-Group-Inc/13913783/American-International-Group-Inc-Retirement-Plan/,AMERICAN INTERNATIONAL GROUP INC,01/01/2018 — 12/31/2018,04/01/1985,"$3,982,665,924",2,Single Employer,No,Yes,Trust,Trust,"14,100","18,143","15,693","47,936","2,830","50,766","52,221",0,28,$0,$0,$0,$0,$0,$0,175 Water Street 21st Floor,New York,NY,10038,(212) 770-7000,13-2592361,524140,Justin Orlando,Kathleen Carbone,The Aig Retirement Board,175 Water Street 21st Floor,New York,NY,10038,(212) 770-6614,13-2592361,"Clarus Lifesciences Ii, L.P.",Investment management fees paid directly by plan,NONE,"$226,258",$0,"$226,258"
12,American International Group Inc Retirement Plan,https://www.brightscope.com/form-5500/basic-info/44651/American-International-Group-Inc/13913783/American-International-Group-Inc-Retirement-Plan/,AMERICAN INTERNATIONAL GROUP INC,01/01/2018 — 12/31/2018,04/01/1985,"$3,982,665,924",2,Single Employer,No,Yes,Trust,Trust,"14,100","18,143","15,693","47,936","2,830","50,766","52,221",0,28,$0,$0,$0,$0,$0,$0,175 Water Street 21st Floor,New York,NY,10038,(212) 770-7000,13-2592361,524140,Justin Orlando,Kathleen Carbone,The Aig Retirement Board,175 Water Street 21st Floor,New York,NY,10038,(212) 770-6614,13-2592361,Lsv Asset Management,"Investment management, Investment management fees paid directly by plan",NONE,"$186,396",$0,"$186,396"
13,American International Group Inc Retirement Plan,https://www.brightscope.com/form-5500/basic-info/44651/American-International-Group-Inc/13913783/American-International-Group-Inc-Retirement-Plan/,AMERICAN INTERNATIONAL GROUP INC,01/01/2018 — 12/31/2018,04/01/1985,"$3,982,665,924",2,Single Employer,No,Yes,Trust,Trust,"14,100","18,143","15,693","47,936","2,830","50,766","52,221",0,28,$0,$0,$0,$0,$0,$0,175 Water Street 21st Floor,New York,NY,10038,(212) 770-7000,13-2592361,524140,Justin Orlando,Kathleen Carbone,The Aig Retirement Board,175 Water Street 21st Floor,New York,NY,10038,(212) 770-6614,13-2592361,"Sfw Capital Partners Fund, L.P.","Investment management fees paid indirectly by plan, Other investment fees and expenses",NONE,$0,"$181,234","$181,234"
14,American International Group Inc Retirement Plan,https://www.brightscope.com/form-5500/basic-info/44651/American-International-Group-Inc/13913783/American-International-Group-Inc-Retirement-Plan/,AMERICAN INTERNATIONAL GROUP INC,01/01/2018 — 12/31/2018,04/01/1985,"$3,982,665,924",2,Single Employer,No,Yes,Trust,Trust,"14,100","18,143","15,693","47,936","2,830","50,766","52,221",0,28,$0,$0,$0,$0,$0,$0,175 Water Street 21st Floor,New York,NY,10038,(212) 770-7000,13-2592361,524140,Justin Orlando,Kathleen Carbone,The Aig Retirement Board,175 Water Street 21st Floor,New York,NY,10038,(212) 770-6614,13-2592361,"Lakewood Capital Management, Lp","Investment management, Investment management fees paid directly by plan",NONE,"$179,918",$0,"$179,918"
15,American International Group Inc Retirement Plan,https://www.brightscope.com/form-5500/basic-info/44651/American-International-Group-Inc/13913783/American-International-Group-Inc-Retirement-Plan/,AMERICAN INTERNATIONAL GROUP INC,01/01/2018 — 12/31/2018,04/01/1985,"$3,982,665,924",2,Single Employer,No,Yes,Trust,Trust,"14,100","18,143","15,693","47,936","2,830","50,766","52,221",0,28,$0,$0,$0,$0,$0,$0,175 Water Street 21st Floor,New York,NY,10038,(212) 770-7000,13-2592361,524140,Justin Orlando,Kathleen Carbone,The Aig Retirement Board,175 Water Street 21st Floor,New York,NY,10038,(212) 770-6614,13-2592361,Deloitte Tax LLP,Consulting (general),NONE,"$116,250",$0,"$116,250"
16,American International Group Inc Retirement Plan,https://www.brightscope.com/form-5500/basic-info/44651/American-International-Group-Inc/13913783/American-International-Group-Inc-Retirement-Plan/,AMERICAN INTERNATIONAL GROUP INC,01/01/2018 — 12/31/2018,04/01/1985,"$3,982,665,924",2,Single Employer,No,Yes,Trust,Trust,"14,100","18,143","15,693","47,936","2,830","50,766","52,221",0,28,$0,$0,$0,$0,$0,$0,175 Water Street 21st Floor,New York,NY,10038,(212) 770-7000,13-2592361,524140,Justin Orlando,Kathleen Carbone,The Aig Retirement Board,175 Water Street 21st Floor,New York,NY,10038,(212) 770-6614,13-2592361,Intl Standard Asset Mngmt,Investment management,NONE,"$106,364",$0,"$106,364"
17,American International Group Inc Retirement Plan,https://www.brightscope.com/form-5500/basic-info/44651/American-International-Group-Inc/13913783/American-International-Group-Inc-Retirement-Plan/,AMERICAN INTERNATIONAL GROUP INC,01/01/2018 — 12/31/2018,04/01/1985,"$3,982,665,924",2,Single Employer,No,Yes,Trust,Trust,"14,100","18,143","15,693","47,936","2,830","50,766","52,221",0,28,$0,$0,$0,$0,$0,$0,175 Water Street 21st Floor,New York,NY,10038,(212) 770-7000,13-2592361,524140,Justin Orlando,Kathleen Carbone,The Aig Retirement Board,175 Water Street 21st Floor,New York,NY,10038,(212) 770-6614,13-2592361,Conduent,"Recordkeeping and information management (computing, tabulating, data processing, etc.)",NONE,"$60,000",$0,"$60,000"
18,American International Group Inc Retirement Plan,https://www.brightscope.com/form-5500/basic-info/44651/American-International-Group-Inc/13913783/American-International-Group-Inc-Retirement-Plan/,AMERICAN INTERNATIONAL GROUP INC,01/01/2018 — 12/31/2018,04/01/1985,"$3,982,665,924",2,Single Employer,No,Yes,Trust,Trust,"14,100","18,143","15,693","47,936","2,830","50,766","52,221",0,28,$0,$0,$0,$0,$0,$0,175 Water Street 21st Floor,New York,NY,10038,(212) 770-7000,13-2592361,524140,Justin Orlando,Kathleen Carbone,The Aig Retirement Board,175 Water Street 21st Floor,New York,NY,10038,(212) 770-6614,13-2592361,State Street Global Advisors Trust,"Custodial (securities), Investment management fees paid directly by plan",NONE,"$41,710",$0,"$41,710"
19,American International Group Inc Retirement Plan,https://www.brightscope.com/form-5500/basic-info/44651/American-International-Group-Inc/13913783/American-International-Group-Inc-Retirement-Plan/,AMERICAN INTERNATIONAL GROUP INC,01/01/2018 — 12/31/2018,04/01/1985,"$3,982,665,924",2,Single Employer,No,Yes,Trust,Trust,"14,100","18,143","15,693","47,936","2,830","50,766","52,221",0,28,$0,$0,$0,$0,$0,$0,175 Water Street 21st Floor,New York,NY,10038,(212) 770-7000,13-2592361,524140,Justin Orlando,Kathleen Carbone,The Aig Retirement Board,175 Water Street 21st Floor,New York,NY,10038,(212) 770-6614,13-2592361,Blackstone Mngmnt Partners L.L.C.,"Direct payment from the plan, Investment management fees paid directly by plan",NONE,"$37,491",$0,"$37,491"
20,American International Group Inc Retirement Plan,https://www.brightscope.com/form-5500/basic-info/44651/American-International-Group-Inc/13913783/American-International-Group-Inc-Retirement-Plan/,AMERICAN INTERNATIONAL GROUP INC,01/01/2018 — 12/31/2018,04/01/1985,"$3,982,665,924",2,Single Employer,No,Yes,Trust,Trust,"14,100","18,143","15,693","47,936","2,830","50,766","52,221",0,28,$0,$0,$0,$0,$0,$0,175 Water Street 21st Floor,New York,NY,10038,(212) 770-7000,13-2592361,524140,Justin Orlando,Kathleen Carbone,The Aig Retirement Board,175 Water Street 21st Floor,New York,NY,10038,(212) 770-6614,13-2592361,Olympus Capital Asia Holdings,Investment management,NONE,$0,"$19,334","$19,334"
21,American International Group Inc Retirement Plan,https://www.brightscope.com/form-5500/basic-info/44651/American-International-Group-Inc/13913783/American-International-Group-Inc-Retirement-Plan/,AMERICAN INTERNATIONAL GROUP INC,01/01/2018 — 12/31/2018,04/01/1985,"$3,982,665,924",2,Single Employer,No,Yes,Trust,Trust,"14,100","18,143","15,693","47,936","2,830","50,766","52,221",0,28,$0,$0,$0,$0,$0,$0,175 Water Street 21st Floor,New York,NY,10038,(212) 770-7000,13-2592361,524140,Justin Orlando,Kathleen Carbone,The Aig Retirement Board,175 Water Street 21st Floor,New York,NY,10038,(212) 770-6614,13-2592361,Rhumbline Advisers,Investment management,NONE,"$15,342",$0,"$15,342"
22,American International Group Inc Retirement Plan,https://www.brightscope.com/form-5500/basic-info/44651/American-International-Group-Inc/13913783/American-International-Group-Inc-Retirement-Plan/,AMERICAN INTERNATIONAL GROUP INC,01/01/2018 — 12/31/2018,04/01/1985,"$3,982,665,924",2,Single Employer,No,Yes,Trust,Trust,"14,100","18,143","15,693","47,936","2,830","50,766","52,221",0,28,$0,$0,$0,$0,$0,$0,175 Water Street 21st Floor,New York,NY,10038,(212) 770-7000,13-2592361,524140,Justin Orlando,Kathleen Carbone,The Aig Retirement Board,175 Water Street 21st Floor,New York,NY,10038,(212) 770-6614,13-2592361,"Yiheng Capital, LLC",Investment management,NONE,"$12,500",$0,"$12,500"
23,American International Group Inc Retirement Plan,https://www.brightscope.com/form-5500/basic-info/44651/American-International-Group-Inc/13913783/American-International-Group-Inc-Retirement-Plan/,AMERICAN INTERNATIONAL GROUP INC,01/01/2018 — 12/31/2018,04/01/1985,"$3,982,665,924",2,Single Employer,No,Yes,Trust,Trust,"14,100","18,143","15,693","47,936","2,830","50,766","52,221",0,28,$0,$0,$0,$0,$0,$0,175 Water Street 21st Floor,New York,NY,10038,(212) 770-7000,13-2592361,524140,Justin Orlando,Kathleen Carbone,The Aig Retirement Board,175 Water Street 21st Floor,New York,NY,10038,(212) 770-6614,13-2592361,Total,Total,Total,"$12,225,448","$560,801","$12,786,249"
