,Plan_Name,URL,Sponsor_Name,Plan Year,Date of Plan,Net Assets as of 12/31/2018,Plan Number,Plan Type,Is the plan collectively bargained?,Did the plan file for an extension of time or the DFVC Program?,Plan Funding Arrangement,Plan Benefit Arrangement,Active (Eligible) Participants,Retired or separated participants receiving benefits,Other retired or separated participants entitled to future benefits,Subtotal,Deceased participants whose beneficiaries are receiving or are entitled to receive benefits,Total,Total number of participants as of 01/01/2018,Number of participants with account balances,Number of participants that terminated employment during the plan year with accrued benefits that were less than 100% vested,Total Benefit Payments,Corrective Distributions,Administrative Service Providers,Other Expenses,Total Expenses,Total Transfers,Address,City,State,Zip,Telephone,EIN,Industry Code,Name,Nature of Service,Relationship to Plan Sponsor,Direct Compensation Paid by Plan,Indirect Compensation Paid by Plan,Total Compensation
10,Sysco Corporation Retirement Plan,https://www.brightscope.com/form-5500/basic-info/343336/Sysco-Corporation/13913849/Sysco-Corporation-Retirement-Plan/,SYSCO CORPORATION,01/01/2018 — 12/31/2018,07/01/1973,"$3,572,537,513",4,Single Employer,No,Yes,Trust,Trust,"16,826","8,894","13,932","39,652","1,540","41,192","40,446",0,125,$0,$0,$0,$0,$0,$0,1390 Enclave Parkway ,Houston,TX,77077-2099,(281) 584-2365,74-1648137,424400,Prudential Trust Co.,Direct payment from the plan,NONE,"$261,183",$0,"$261,183"
11,Sysco Corporation Retirement Plan,https://www.brightscope.com/form-5500/basic-info/343336/Sysco-Corporation/13913849/Sysco-Corporation-Retirement-Plan/,SYSCO CORPORATION,01/01/2018 — 12/31/2018,07/01/1973,"$3,572,537,513",4,Single Employer,No,Yes,Trust,Trust,"16,826","8,894","13,932","39,652","1,540","41,192","40,446",0,125,$0,$0,$0,$0,$0,$0,1390 Enclave Parkway ,Houston,TX,77077-2099,(281) 584-2365,74-1648137,424400,Brandywine Global Investment,Investment management fees paid directly by plan,,"$255,481",$0,"$255,481"
12,Sysco Corporation Retirement Plan,https://www.brightscope.com/form-5500/basic-info/343336/Sysco-Corporation/13913849/Sysco-Corporation-Retirement-Plan/,SYSCO CORPORATION,01/01/2018 — 12/31/2018,07/01/1973,"$3,572,537,513",4,Single Employer,No,Yes,Trust,Trust,"16,826","8,894","13,932","39,652","1,540","41,192","40,446",0,125,$0,$0,$0,$0,$0,$0,1390 Enclave Parkway ,Houston,TX,77077-2099,(281) 584-2365,74-1648137,424400,Nwq Investment Mgmt.,"Investment management fees paid directly by plan, Soft dollars commissions",NONE,"$250,847",$0,"$250,847"
13,Sysco Corporation Retirement Plan,https://www.brightscope.com/form-5500/basic-info/343336/Sysco-Corporation/13913849/Sysco-Corporation-Retirement-Plan/,SYSCO CORPORATION,01/01/2018 — 12/31/2018,07/01/1973,"$3,572,537,513",4,Single Employer,No,Yes,Trust,Trust,"16,826","8,894","13,932","39,652","1,540","41,192","40,446",0,125,$0,$0,$0,$0,$0,$0,1390 Enclave Parkway ,Houston,TX,77077-2099,(281) 584-2365,74-1648137,424400,Martingale,"Investment management, Direct payment from the plan",NONE,"$107,759",$0,"$107,759"
14,Sysco Corporation Retirement Plan,https://www.brightscope.com/form-5500/basic-info/343336/Sysco-Corporation/13913849/Sysco-Corporation-Retirement-Plan/,SYSCO CORPORATION,01/01/2018 — 12/31/2018,07/01/1973,"$3,572,537,513",4,Single Employer,No,Yes,Trust,Trust,"16,826","8,894","13,932","39,652","1,540","41,192","40,446",0,125,$0,$0,$0,$0,$0,$0,1390 Enclave Parkway ,Houston,TX,77077-2099,(281) 584-2365,74-1648137,424400,State Street Global Advisors,"Custodial (securities), Direct payment from the plan, Investment management fees paid directly by plan, Soft dollars commissions",NONE,"$69,189",$0,"$69,189"
15,Sysco Corporation Retirement Plan,https://www.brightscope.com/form-5500/basic-info/343336/Sysco-Corporation/13913849/Sysco-Corporation-Retirement-Plan/,SYSCO CORPORATION,01/01/2018 — 12/31/2018,07/01/1973,"$3,572,537,513",4,Single Employer,No,Yes,Trust,Trust,"16,826","8,894","13,932","39,652","1,540","41,192","40,446",0,125,$0,$0,$0,$0,$0,$0,1390 Enclave Parkway ,Houston,TX,77077-2099,(281) 584-2365,74-1648137,424400,Sysco Corporation,"Plan Administrator, Direct payment from the plan",NONE,"$18,545",$0,"$18,545"
16,Sysco Corporation Retirement Plan,https://www.brightscope.com/form-5500/basic-info/343336/Sysco-Corporation/13913849/Sysco-Corporation-Retirement-Plan/,SYSCO CORPORATION,01/01/2018 — 12/31/2018,07/01/1973,"$3,572,537,513",4,Single Employer,No,Yes,Trust,Trust,"16,826","8,894","13,932","39,652","1,540","41,192","40,446",0,125,$0,$0,$0,$0,$0,$0,1390 Enclave Parkway ,Houston,TX,77077-2099,(281) 584-2365,74-1648137,424400,"Weaver and Tidwell, LLP",Accounting (including auditing),,"$9,000",$0,"$9,000"
17,Sysco Corporation Retirement Plan,https://www.brightscope.com/form-5500/basic-info/343336/Sysco-Corporation/13913849/Sysco-Corporation-Retirement-Plan/,SYSCO CORPORATION,01/01/2018 — 12/31/2018,07/01/1973,"$3,572,537,513",4,Single Employer,No,Yes,Trust,Trust,"16,826","8,894","13,932","39,652","1,540","41,192","40,446",0,125,$0,$0,$0,$0,$0,$0,1390 Enclave Parkway ,Houston,TX,77077-2099,(281) 584-2365,74-1648137,424400,Qdro Consultants,"Other services, Direct payment from the plan",NONE,"$8,100",$0,"$8,100"
18,Sysco Corporation Retirement Plan,https://www.brightscope.com/form-5500/basic-info/343336/Sysco-Corporation/13913849/Sysco-Corporation-Retirement-Plan/,SYSCO CORPORATION,01/01/2018 — 12/31/2018,07/01/1973,"$3,572,537,513",4,Single Employer,No,Yes,Trust,Trust,"16,826","8,894","13,932","39,652","1,540","41,192","40,446",0,125,$0,$0,$0,$0,$0,$0,1390 Enclave Parkway ,Houston,TX,77077-2099,(281) 584-2365,74-1648137,424400,Investec Emerging Markets,Investment management fees paid directly by plan,NONE,$0,$0,$0
19,Sysco Corporation Retirement Plan,https://www.brightscope.com/form-5500/basic-info/343336/Sysco-Corporation/13913849/Sysco-Corporation-Retirement-Plan/,SYSCO CORPORATION,01/01/2018 — 12/31/2018,07/01/1973,"$3,572,537,513",4,Single Employer,No,Yes,Trust,Trust,"16,826","8,894","13,932","39,652","1,540","41,192","40,446",0,125,$0,$0,$0,$0,$0,$0,1390 Enclave Parkway ,Houston,TX,77077-2099,(281) 584-2365,74-1648137,424400,Total,Total,Total,"$9,683,788",$0,"$9,683,788"
